symptomes,disease
Breathing Problem,Diabetes mellitus type 2
Breathing Problem,Severe allergic reaction
Breathing Problem,Costochondritis
Breathing Problem,Morning sickness
Breathing Problem,Hypertensive crisis
Breathing Problem,Diabetic retinopathy
Breathing Problem,Degenerative disc disease of the lumbar and sacral spine
Breathing Problem,Chronic sinusitis
Breathing Problem,Lactose intolerance
Breathing Problem,Gout
Breathing Problem,Hay fever
Breathing Problem,Acute viral pharyngitis
Breathing Problem,Physical injury of unknown location
Breathing Problem,Knee osteoarthritis
Breathing Problem,Acute laryngitis
Breathing Problem,Teeth grinding
Breathing Problem,Sciatica
Breathing Problem,Crohn's disease flare-up
Breathing Problem,Hemorrhagic stroke
Breathing Problem,Food allergy
Breathing Problem,Dengue
Breathing Problem,Gastroesophageal reflux disease
Breathing Problem,Ischemic stroke
Breathing Problem,Open-angle glaucoma
Breathing Problem,Tension-type headaches
Breathing Problem,Heart attack
Breathing Problem,Conn's syndrome
Breathing Problem,Corneal ulceration
Breathing Problem,Scratch of cornea
Breathing Problem,Pulmonary tuberculosis
Breathing Problem,Inflammation of heart muscle
Breathing Problem,Major wound
Breathing Problem,Familial nonhemolytic jaundice
Breathing Problem,Irritable bowel syndrome
Breathing Problem,Psoriatic arthritis
Breathing Problem,Degenerative arthritis of the spine
Breathing Problem,Acute streptococcal pharyngitis
Breathing Problem,Reflex syncope
Breathing Problem,Electrical injury
Breathing Problem,Travel sickness
Breathing Problem,Chronic obstructive pulmonary disease
Breathing Problem,Acute viral sinusitis
Breathing Problem,Crohn's disease
Breathing Problem,Brain abscess
Breathing Problem,Erysipelas
Breathing Problem,Diabetic kidney disease
Chest pain,Asthma exacerbation
Chest pain,High blood pressure
Chest pain,Runner's knee
Chest pain,Hay fever
Chest pain,Nocturnal leg cramps
Chest pain,Severe allergic reaction
Chest pain,Mononucleosis
Chest pain,Dehydration
Chest pain,Subarachnoid intracranial hemorrhage
Chest pain,Stable angina pectoris
Chest pain,Diabetes mellitus type 2
Chest pain,Pneumonia
Chest pain,Diabetic ketoacidosis
Chest pain,Rheumatoid arthritis
Chest pain,Viral gastroenteritis
Chest pain,Yellow fever
Chest pain,Cold sore
Chest pain,Common cold
Chest pain,Poor nutrition
Chest pain,Psoriatic arthritis
Chest pain,Gastritis
Chest pain,Sciatica
Chest pain,Scratch of cornea
Chest pain,Bone infection
Chest pain,Acute streptococcal pharyngitis
Chest pain,COVID-19
Chest pain,Chronic sinusitis
Chest pain,Eczema
Chest pain,Injured ear
Chest pain,Food poisoning
Chest pain,Urge incontinence
Chest pain,Rosacea
Chest pain,Bacterial gastroenteritis
Chest pain,Acute viral sinusitis
Chest pain,Chronic obstructive pulmonary disease exacerbation
Chest pain,Knee osteoarthritis
Chest pain,Multiple sclerosis
Chest pain,Pulmonary hypertension
Chest pain,Broken rib
Chest pain,Colon cancer
Chest pain,Vertebrobasilar insufficiency
Chest pain,Toe dislocation
Chest pain,Ischemic stroke
Chest pain,Pulmonary edema
Chest pain,Pulmonary embolism
Chest pain,Atypical pneumonia
Chest pain,Gall bladder and bile duct cancer
Chest pain,Indigestion
Chest pain,Tertiary syphilis
Chest pain,Heart attack
Chest pain,Familial nonhemolytic jaundice
Chest pain,Cauda equina syndrome
Chest pain,Whiplash injury
Chest pain,Pulmonary tuberculosis
Chest pain,Ulcerative colitis flare-up
Chest pain,Tension-type headaches
Chest pain,Costochondritis
Chest pain,Pneumocystis jirovecii pneumonia
Chest pain,Teeth grinding
Chest pain,Acute bacterial sinusitis
Chest pain,Physical injury of unknown location
Chest pain,Bladder infection
Chest pain,Chronic obstructive pulmonary disease
Chest pain,Cholestasis
Chest pain,Trichinosis
Chest pain,Diabetic retinopathy
Chest pain,Degenerative disc disease of the lumbar and sacral spine
Chest pain,Back strain
Chest pain,Bacterial meningitis
Chest pain,Migraine
Chest pain,Intercostal neuralgia
Chest pain,Chronic constipation
Chest pain,Irritable bowel syndrome
Chest pain,Corneal ulceration
Chest pain,Cerebellar stroke
Chest pain,Hypertensive crisis
Chest pain,Wound separation
Chest pain,Prostate cancer
Chest pain,Athlete's foot
Chest pain,Infective endocarditis
Chest pain,Uveitis
Common Cold,Temporomandibular joint disorders
Common Cold,Dry eye syndrome
Common Cold,Hepatitis C
Common Cold,Acute bacterial sinusitis
Common Cold,Secondary syphilis
Common Cold,Dengue
Common Cold,Hypertensive crisis
Common Cold,Diabetic retinopathy
Common Cold,Vertebrobasilar insufficiency
Common Cold,Pink eye
Common Cold,Gastritis
Common Cold,Erythroderma
Common Cold,Pancreatic cancer
Common Cold,Knee osteoarthritis
Common Cold,Acute viral sinusitis
Common Cold,Chronic sinusitis
Common Cold,Acute streptococcal pharyngitis
Common Cold,Bacterial gastroenteritis
Common Cold,Fatigue
Common Cold,Multiple sclerosis
Common Cold,Electrical injury
Common Cold,Clostridium difficile-associated disease
Common Cold,Stable angina pectoris
Common Cold,Inflammation of heart muscle
Common Cold,Retinopathy
Common Cold,Severe hypoglycemia
Common Cold,Shigellosis
Common Cold,Pulmonary embolism
Common Cold,Bacterial meningitis
Common Cold,Familial nonhemolytic jaundice
Common Cold,Benign prostatic hyperplasia
Common Cold,Colon cancer
Common Cold,Pulmonary edema
Common Cold,Transient ischemic attack
Common Cold,Iron deficiency anemia
Common Cold,Costochondritis
Common Cold,Celiac disease
Common Cold,Benign paroxysmal positional vertigo
Common Cold,Psoriatic arthritis
Common Cold,Chronic obstructive pulmonary disease
Common Cold,Asthma exacerbation
Common Cold,Common cold
Common Cold,Severe allergic reaction
Common Cold,Viral gastroenteritis
Common Cold,Teeth grinding
Common Cold,COVID-19
Common Cold,Bursitis
Common Cold,Bladder infection
Common Cold,Broken rib
Common Cold,Lactose intolerance
Common Cold,Rheumatoid arthritis
Common Cold,Sciatica
Common Cold,Urge incontinence
Common Cold,Chronic heart failure
Common Cold,Heart attack
Common Cold,Back strain
Common Cold,Infective endocarditis
Common Cold,Unspecific diarrhea
Common Cold,Migraine
Common Cold,Keratitis
Common Cold,Pulmonary tuberculosis
Common Cold,Bone infection
Common Cold,Degenerative arthritis of the spine
Common Cold,Broken calf bones
Common Cold,Cirrhosis of the liver
Common Cold,Age-related hearing loss
Common Cold,Pneumonia
Common Cold,Asthma
Common Cold,Sudden idiopathic hearing loss
Common Cold,Intercostal neuralgia
Common Cold,Peptic ulcer disease
Common Cold,Encephalitis
Common Cold,Exanthematic typhus
Common Cold,Diabetic ketoacidosis
Common Cold,Ischemic stroke
Common Cold,Hookworm disease
Common Cold,Dehydration
Common Cold,Mononucleosis
Common Cold,Pseudo-tetany
Common Cold,General anxiety disorder
Common Cold,Diabetic kidney disease
Common Cold,Prostatitis
Common Cold,Antibiotic associated diarrhea
Common Cold,Acute HIV infection
Common Cold,Food poisoning
Common Cold,Hand osteoarthritis
Common Cold,Kidney stones
Common Cold,Tension-type headaches
Common Cold,Uveitis
Common Cold,Beh et's disease
Cough,Broken collarbone
Cough,Pulmonary edema
Cough,Depression
Cough,Cluster headaches
Cough,Gastritis
Cough,Clostridium difficile-associated disease
Cough,Antibiotic associated diarrhea
Cough,Indigestion
Cough,Cardiac fainting
Cough,Severe hypoglycemia
Cough,COVID-19
Cough,Hepatitis A
Cough,Giardiasis
Cough,Viral gastroenteritis
Cough,Migraine
Cough,Heart attack
Cough,Pulmonary embolism
Cough,Post-COVID-19 syndrome
Cough,Chronic obstructive pulmonary disease
Cough,Bacterial gastroenteritis
Cough,Tension-type headaches
Cough,Chronic constipation
Cough,Chronic sinusitis
Cough,Lactose intolerance
Cough,Diabetic ketoacidosis
Cough,Irritable bowel syndrome
Cough,Hay fever
Cough,Food poisoning
Cough,Common cold
Cough,Atypical pneumonia
Cough,Reflex syncope
Cough,Asthma
Cough,Hemorrhagic stroke
Cough,Acute viral sinusitis
Cough,Nonallergic rhinitis
Cough,Degenerative disc disease of the cervical spine
Cough,Torsion of ovary
Cough,Asthma exacerbation
Cough,Benign paroxysmal positional vertigo
Cough,Zollinger-Ellison syndrome
Cough,Pneumonia
Cough,Ulcerative colitis flare-up
Cough,Acute bacterial sinusitis
Cough,Morning sickness
Cough,Colon cancer
Cough,Dehydration
Cough,Chronic obstructive pulmonary disease exacerbation
Cough,Crohn's disease flare-up
Cough,Severe allergic reaction
Cough,Food allergy
Cough,Penetrating stomach trauma
"Cough,Chest pain",Runner's knee
"Cough,Chest pain",Common cold
"Cough,Chest pain",Ulcerative colitis flare-up
"Cough,Chest pain",Crotch injury
"Cough,Chest pain",Physical injury of unknown location
"Cough,Chest pain",Pneumocystis jirovecii pneumonia
"Cough,Chest pain",Pericarditis
"Cough,Chest pain",Chronic sinusitis
"Cough,Chest pain",Pneumonia
"Cough,Chest pain",Obstructive jaundice
"Cough,Chest pain",Acute angle-closure glaucoma
"Cough,Chest pain",Viral gastroenteritis
"Cough,Chest pain",Infected wound
"Cough,Chest pain",Degenerative disc disease of the thoracic spine
"Cough,Chest pain",Complication of ovarian cyst
"Cough,Chest pain",Uveitis
"Cough,Chest pain",Atypical pneumonia
"Cough,Chest pain",Broken forearm
"Cough,Chest pain",Travel sickness
"Cough,Chest pain",Familial nonhemolytic jaundice
"Cough,Chest pain",Gastroesophageal reflux disease
"Cough,Chest pain",Knee osteoarthritis
"Cough,Chest pain",Temporomandibular joint disorders
"Cough,Chest pain",Dislocated ankle
"Cough,Chest pain",COVID-19
"Cough,Chest pain",Severe allergic reaction
"Cough,Chest pain",Hepatitis C
"Cough,Chest pain",Acute kidney failure
"Cough,Chest pain",Sprained wrist
"Cough,Chest pain",Cauda equina syndrome
"Cough,Chest pain",Asthma exacerbation
"Cough,Chest pain",Sciatica
"Cough,Chest pain",Bacterial gastroenteritis
"Cough,Chest pain",Bladder infection
"Cough,Chest pain",Broken rib
"Cough,Chest pain",Lactose intolerance
"Cough,Chest pain",Dislocated shoulder
"Cough,Chest pain",Acute streptococcal pharyngitis
"Cough,Chest pain",Ischemic stroke
"Cough,Chest pain",Acute viral pharyngitis
"Cough,Chest pain",Leptospirosis
"Cough,Chest pain",Diabetic retinopathy
"Cough,Chest pain",Costochondritis
"Cough,Chest pain",Diabetic ketoacidosis
"Cough,Chest pain",Colon cancer
"Cough,Chest pain",Psoriatic arthritis
"Cough,Chest pain",Threatened miscarriage
"Cough,Chest pain",Labour
"Cough,Chest pain",Teeth grinding
"Cough,Chest pain",Migraine
"Cough,Chest pain",Pulmonary embolism
"Cough,Chest pain",Indigestion
"Cough,Chest pain",Degenerative disc disease of the lumbar and sacral spine
"Cough,Chest pain",Reflex syncope
"Cough,Chest pain",Gastritis
"Cough,Chest pain",Dengue
"Cough,Chest pain",Irritable bowel syndrome
"Cough,Chest pain",Hay fever
"Cough,Chest pain",Benign paroxysmal positional vertigo
"Cough,Chest pain",Stable angina pectoris
"Cough,Chest pain",High blood pressure
"Cough,Chest pain",Contact eczema
"Cough,Chest pain",Severe hypoglycemia
"Cough,Chest pain",Chest contusion
"Cough,Chest pain",Pulmonary tuberculosis
"Cough,Chest pain",Acute viral sinusitis
"Cough,Chest pain",Agoraphobia
"Cough,Chest pain",Heart attack
"Cough,Chest pain",Chronic obstructive pulmonary disease
"Cough,Chest pain",Electrical injury
"Cough,Chest pain",Epilepsy with loss of consciousness
"Cough,Chest pain",Asthma
"Cough,Chest pain",Bacterial meningitis
"Cough,Chest pain",Clostridium difficile-associated disease
"Cough,Chest pain",Pulmonary edema
"Cough,Chest pain",Broken calf bones
"Cough,Chest pain",Urge incontinence
"Cough,Chest pain",Splenic injury
"Cough,Chest pain",Brain abscess
"Cough,Chest pain",Insomnia
"Cough,Muscle pain",Acute bacterial sinusitis
"Cough,Muscle pain",Familial nonhemolytic jaundice
"Cough,Muscle pain",Acute HIV infection
"Cough,Muscle pain",Bacterial gastroenteritis
"Cough,Muscle pain",Gastritis
"Cough,Muscle pain",Sepsis
"Cough,Muscle pain",Degenerative disc disease of the thoracic spine
"Cough,Muscle pain",Heart attack
"Cough,Muscle pain",Thoracic aortic dissection
"Cough,Muscle pain",Epilepsy with loss of consciousness
"Cough,Muscle pain",Chronic constipation
"Cough,Muscle pain",Leptospirosis
"Cough,Muscle pain",Antibiotic associated diarrhea
"Cough,Muscle pain",Vertebrobasilar insufficiency
"Cough,Muscle pain",Uveitis
"Cough,Muscle pain",Alcoholic liver disease
"Cough,Muscle pain",Chronic heart failure
"Cough,Muscle pain",Depression
"Cough,Muscle pain",Angioedema
"Cough,Muscle pain",Irritable bowel syndrome
"Cough,Muscle pain",Neck strain
"Cough,Muscle pain",Electrical injury
"Cough,Muscle pain",Pneumonia
"Cough,Muscle pain",Chronic obstructive pulmonary disease
"Cough,Muscle pain",Hand osteoarthritis
"Cough,Muscle pain",Back strain
"Cough,Muscle pain",Rheumatoid arthritis
"Cough,Muscle pain",Keratitis
"Cough,Muscle pain",Bone infection
"Cough,Muscle pain",Indigestion
"Cough,Muscle pain",Hay fever
"Cough,Muscle pain",Migraine
"Cough,Muscle pain",Shoulder bursitis
"Cough,Muscle pain",Costochondritis
"Cough,Muscle pain",Acute streptococcal pharyngitis
"Cough,Muscle pain",Pulmonary edema
"Cough,Muscle pain",Lactose intolerance
"Cough,Muscle pain",Severe hypoglycemia
"Cough,Muscle pain",Hemorrhagic stroke
"Cough,Muscle pain",Broken lumbar spine
"Cough,Muscle pain",Severe allergic reaction
"Cough,Muscle pain",Cauda equina syndrome
"Cough,Muscle pain",Temporomandibular joint disorders
"Cough,Muscle pain",Teeth grinding
"Cough,Muscle pain",Degenerative disc disease of the lumbar and sacral spine
"Cough,Muscle pain",Chest contusion
"Cough,Muscle pain",Bladder infection
"Cough,Muscle pain",Eczema
"Cough,Muscle pain",Right-sided heart failure
"Cough,Muscle pain",Ankylosing spondylitis
"Cough,Muscle pain",Chronic intestinal ischemia
"Cough,Muscle pain",Benign prostatic hyperplasia
"Cough,Muscle pain",Agoraphobia
"Cough,Muscle pain",Chronic sinusitis
"Cough,Muscle pain",Common cold
"Cough,Muscle pain",Celiac disease
"Cough,Muscle pain",Stable angina pectoris
"Cough,Muscle pain",High blood pressure
"Cough,Muscle pain",Pink eye
"Cough,Muscle pain",COVID-19
"Cough,Muscle pain",Multiple sclerosis
"Cough,Muscle pain",Achilles tendinitis
"Cough,Muscle pain",Malaria
"Cough,Muscle pain",Hepatitis C
"Cough,Muscle pain",Viral gastroenteritis
"Cough,Muscle pain",Knee osteoarthritis
"Cough,Muscle pain",Degenerative arthritis of the spine
"Cough,Muscle pain",Inflammation of the rectum
"Cough,Muscle pain",Dehydration
"Cough,Muscle pain",Pulmonary embolism
"Cough,Muscle pain",Clostridium difficile-associated disease
"Cough,Muscle pain",Acute viral pharyngitis
"Cough,Muscle pain",Premenstrual syndrome
"Cough,Muscle pain",Physical injury of unknown location
"Cough,Muscle pain",Cluster headaches
"Cough,Muscle pain",Hyperthyroidism
"Cough,Muscle pain",Diabetic retinopathy
"Cough,Muscle pain",Asthma
"Cough,Muscle pain",Broken collarbone
"Cough,Muscle pain",Brain abscess
"Cough,Muscle pain",Colon cancer
"Cough,Muscle pain",Anxiety disorder
"Cough,Muscle pain",Benign paroxysmal positional vertigo
"Cough,Muscle pain",Sciatica
"Cough,Muscle pain",Nocturnal leg cramps
"Cough,Shortness of breath",Chronic fatigue syndrome
"Cough,Shortness of breath",Crohn's disease flare-up
"Cough,Shortness of breath",Nasal polyps
"Cough,Shortness of breath",Severe allergic reaction
"Cough,Shortness of breath",Benign paroxysmal positional vertigo
"Cough,Shortness of breath",Severe hypoglycemia
"Cough,Shortness of breath",Heart attack
"Cough,Shortness of breath",Bacterial gastroenteritis
"Cough,Shortness of breath",Asthma exacerbation
"Cough,Shortness of breath",Intestinal obstruction
"Cough,Shortness of breath",Pneumonia
"Cough,Shortness of breath",Atypical pneumonia
"Cough,Shortness of breath",Irritable bowel syndrome
"Cough,Shortness of breath",COVID-19
"Cough,Shortness of breath",Chronic sinusitis
"Cough,Shortness of breath",High blood pressure
"Cough,Shortness of breath",Acute viral sinusitis
"Cough,Shortness of breath",Migraine
"Cough,Shortness of breath",Chronic obstructive pulmonary disease
"Cough,Shortness of breath",Mild hypoglycemia
"Cough,Shortness of breath",Depression
"Cough,Shortness of breath",Tension-type headaches
"Cough,Shortness of breath",Pulmonary embolism
"Cough,Shortness of breath",Pulmonary tuberculosis
"Cough,Shortness of breath",Broken collarbone
"Cough,Shortness of breath",Ulcerative colitis flare-up
"Cough,Shortness of breath",Lactose intolerance
"Cough,Shortness of breath",Gastritis
"Cough,Shortness of breath",Asthma
"Cough,Shortness of breath",Food poisoning
"Cough,Shortness of breath",Viral gastroenteritis
"Cough,Shortness of breath",Hay fever
"Cough,Shortness of breath",Pulmonary edema
"Cough,Shortness of breath",Common cold
"Cough,Shortness of breath",Chronic obstructive pulmonary disease exacerbation
"Cough,Shortness of breath,Sneezing",Viral gastroenteritis
"Cough,Shortness of breath,Sneezing",Hay fever
"Cough,Shortness of breath,Sneezing",Colon cancer
"Cough,Shortness of breath,Sneezing",Acute viral sinusitis
"Cough,Shortness of breath,Sneezing",Broken collarbone
"Cough,Shortness of breath,Sneezing",Chronic obstructive pulmonary disease
"Cough,Shortness of breath,Sneezing",Migraine
"Cough,Shortness of breath,Sneezing",COVID-19
"Cough,Shortness of breath,Sneezing",Bacterial gastroenteritis
"Cough,Shortness of breath,Sneezing",Chronic sinusitis
"Cough,Shortness of breath,Sneezing",Ulcerative colitis flare-up
"Cough,Shortness of breath,Sneezing",Dislocated elbow
"Cough,Shortness of breath,Sneezing",Common cold
"Cough,Shortness of breath,Sneezing",Asthma
"Cough,Shortness of breath,Sneezing",Severe arrhythmia with fast heart rate
"Cough,Shortness of breath,Sneezing",Rift Valley fever
"Cough,Shortness of breath,Sneezing",Severe hypoglycemia
"Cough,Shortness of breath,Sneezing",Sleep apnea
"Cough,Shortness of breath,Sneezing",Crohn's disease flare-up
"Cough,Shortness of breath,Sneezing",Inflammation of the pulp
"Cough,Shortness of breath,Sneezing",Heart attack
"Cough,Shortness of breath,Sneezing",Intra-amniotic infection
"Cough,Shortness of breath,Sneezing",Shigellosis
"Cough,Shortness of breath,Sneezing",Peptic ulcer disease
"Cough,Shortness of breath,Sneezing",Reflex syncope
"Cough,Shortness of breath,Sneezing",Pulmonary embolism
"Cough,Shortness of breath,Sneezing",Antibiotic associated diarrhea
"Cough,Shortness of breath,Sneezing",Gastritis
"Cough,Shortness of breath,Sneezing",Nasal polyps
"Cough,Shortness of breath,Sneezing",Subarachnoid intracranial hemorrhage
"Cough,Shortness of breath,Sneezing",Mild hypoglycemia
"Cough,Shortness of breath,Sneezing",Pneumonia
"Cough,Shortness of breath,Sneezing",Irritable bowel syndrome
"Cough,Shortness of breath,Sneezing",Severe allergic reaction
"Cough,Shortness of breath,Sneezing",Food poisoning
"Cough,Shortness of breath,Sneezing",Asthma exacerbation
"Cough,Sneezing",Vertebrobasilar insufficiency
"Cough,Sneezing",Hypothyroidism
"Cough,Sneezing",Rotator cuff syndrome
"Cough,Sneezing",Pneumonia
"Cough,Sneezing",Broken rib
"Cough,Sneezing",Migraine
"Cough,Sneezing",Bacterial gastroenteritis
"Cough,Sneezing",Colon cancer
"Cough,Sneezing",Severe allergic reaction
"Cough,Sneezing",Severe arrhythmia with fast heart rate
"Cough,Sneezing",Bacterial meningitis
"Cough,Sneezing",Epilepsy with loss of consciousness
"Cough,Sneezing",Subarachnoid intracranial hemorrhage
"Cough,Sneezing",Benign paroxysmal positional vertigo
"Cough,Sneezing",Asthma
"Cough,Sneezing",Chronic obstructive pulmonary disease
"Cough,Sneezing",Pulmonary edema
"Cough,Sneezing",Pulmonary embolism
"Cough,Sneezing",COVID-19
"Cough,Sneezing",Indigestion
"Cough,Sneezing",Nasal polyps
"Cough,Sneezing",Common cold
"Cough,Sneezing",Chronic sinusitis
"Cough,Sneezing",Broken skull
"Cough,Sneezing",Prerenal acute renal failure
"Cough,Sneezing",Gastritis
"Cough,Sneezing",Labour
"Cough,Sneezing",Acute bacterial sinusitis
"Cough,Sneezing",Viral gastroenteritis
"Cough,Sneezing",Acute viral sinusitis
"Cough,Sneezing",Irritable bowel syndrome
"Cough,Sneezing",Lactose intolerance
"Cough,Sneezing",Cardiac fainting
"Cough,Sneezing",Asthma exacerbation
"Cough,Sneezing",Multiple sclerosis
"Cough,Sneezing",Crohn's disease flare-up
"Cough,Sneezing",Severe hypoglycemia
"Cough,Sneezing",Hay fever
"Cough,Sneezing,Shortness of breath",Hypotension
"Cough,Sneezing,Shortness of breath",Costochondritis
"Cough,Sneezing,Shortness of breath",Acute bronchitis
"Cough,Sneezing,Shortness of breath",Hay fever
"Cough,Sneezing,Shortness of breath",Acute streptococcal pharyngitis
"Cough,Sneezing,Shortness of breath",Tension-type headaches
"Cough,Sneezing,Shortness of breath",Trigeminal nerve damage
"Cough,Sneezing,Shortness of breath",Food allergy
"Cough,Sneezing,Shortness of breath",Asthma
"Cough,Sneezing,Shortness of breath",Cerebellar stroke
"Cough,Sneezing,Shortness of breath",Indigestion
"Cough,Sneezing,Shortness of breath",Common cold
"Cough,Sneezing,Shortness of breath",Nasal polyps
"Cough,Sneezing,Shortness of breath",Sepsis
"Cough,Sneezing,Shortness of breath",Bacterial gastroenteritis
"Cough,Sneezing,Shortness of breath",Colon cancer
"Cough,Sneezing,Shortness of breath",Severe arrhythmia with fast heart rate
"Cough,Sneezing,Shortness of breath",Migraine
"Cough,Sneezing,Shortness of breath",Chronic obstructive pulmonary disease
"Cough,Sneezing,Shortness of breath",Acute viral sinusitis
"Cough,Sneezing,Shortness of breath",Chronic sinusitis
"Cough,Sneezing,Shortness of breath",Benign paroxysmal positional vertigo
"Cough,Sneezing,Shortness of breath",Pneumonia
"Cough,Sneezing,Shortness of breath",Severe allergic reaction
"Cough,Sneezing,Shortness of breath",COVID-19
"Cough,Sneezing,Shortness of breath",Pulmonary edema
"Cough,Sneezing,Shortness of breath",Asthma exacerbation
"Cough,Sneezing,Shortness of breath",Chronic constipation
"Cough,Sneezing,Shortness of breath",Heart attack
"Cough,Sneezing,Shortness of breath",Gastritis
"Cough,Sneezing,Shortness of breath",High blood pressure
"Cough,Sneezing,Shortness of breath",Irritable bowel syndrome
"Cough,Sneezing,Shortness of breath",Chronic obstructive pulmonary disease exacerbation
"Cough,Sneezing,Shortness of breath",Pulmonary embolism
"Cough,Sneezing,Shortness of breath",Ulcerative colitis flare-up
"Cough,Sneezing,Shortness of breath",Viral gastroenteritis
"Cough,Sneezing,Shortness of breath",Agoraphobia
"Cough,Sneezing,Shortness of breath",Dehydration
"Cough,Sneezing,Shortness of breath",Crohn's disease flare-up
"Cough,Sneezing,Shortness of breath",Broken collarbone
"Dehydration,Muscle cramp",Antibiotic associated diarrhea
"Dehydration,Muscle cramp",Acute streptococcal pharyngitis
"Dehydration,Muscle cramp",Ulcerative colitis flare-up
"Dehydration,Muscle cramp",Labour
"Dehydration,Muscle cramp",Amebiasis
"Dehydration,Muscle cramp",Pulmonary tuberculosis
"Dehydration,Muscle cramp",Gallstones within the gallbladder
"Dehydration,Muscle cramp",Lactose intolerance
"Dehydration,Muscle cramp",Pertussis
"Dehydration,Muscle cramp",Asthma exacerbation
"Dehydration,Muscle cramp",Reflex syncope
"Dehydration,Muscle cramp",Acute kidney failure
"Dehydration,Muscle cramp",Exanthematic typhus
"Dehydration,Muscle cramp",Diabetic retinopathy
"Dehydration,Muscle cramp",Inflammation of heart muscle
"Dehydration,Muscle cramp",Teeth grinding
"Dehydration,Muscle cramp",Bladder infection
"Dehydration,Muscle cramp",Migraine
"Dehydration,Muscle cramp",Broken thoracic spine
"Dehydration,Muscle cramp",Bacterial gastroenteritis
"Dehydration,Muscle cramp",Familial nonhemolytic jaundice
"Dehydration,Muscle cramp",Dengue
"Dehydration,Muscle cramp",Tension-type headaches
"Dehydration,Muscle cramp",Broken collarbone
"Dehydration,Muscle cramp",Acute HIV infection
"Dehydration,Muscle cramp",Uveitis
"Dehydration,Muscle cramp",Heart attack
"Dehydration,Muscle cramp",Acute viral pharyngitis
"Dehydration,Muscle cramp",Acute viral sinusitis
"Dehydration,Muscle cramp",Erysipelas
"Dehydration,Muscle cramp",Crohn's disease flare-up
"Dehydration,Muscle cramp",Common cold
"Dehydration,Muscle cramp",Pulmonary edema
"Dehydration,Muscle cramp",Dry eye syndrome
"Dehydration,Muscle cramp",Costochondritis
"Dehydration,Muscle cramp",Obstructive jaundice
"Dehydration,Muscle cramp",Chronic sinusitis
"Dehydration,Muscle cramp",Gastritis
"Dehydration,Muscle cramp",Vertebrobasilar insufficiency
"Dehydration,Muscle cramp",Tooth injury
"Dehydration,Muscle cramp",Hepatitis C
"Dehydration,Muscle cramp",Contact eczema
"Dehydration,Muscle cramp",Dislocated elbow
"Dehydration,Muscle cramp",Seborrheic dermatitis
"Dehydration,Muscle cramp",Concussion
"Dehydration,Muscle cramp",Physical injury of unknown location
"Dehydration,Muscle cramp",Heat and sun-related illness
"Dehydration,Muscle cramp",Nasal polyps
"Dehydration,Muscle cramp",Asthma
"Dehydration,Muscle cramp",Pink eye
"Dehydration,Muscle cramp",Broken calf bones
"Dehydration,Muscle cramp",Severe allergic reaction
"Dehydration,Muscle cramp",Colon cancer
"Dehydration,Muscle cramp",Nose injury
"Dehydration,Muscle cramp",Viral gastroenteritis
"Dehydration,Muscle cramp",Urge incontinence
"Dehydration,Muscle cramp",Pneumonia
"Dehydration,Muscle cramp",Sciatica
"Dehydration,Muscle cramp",Pulmonary embolism
"Dehydration,Muscle cramp",Major wound
"Dehydration,Muscle cramp",Pneumothorax
"Dehydration,Muscle cramp",Food poisoning
"Dehydration,Muscle cramp",Diabetic kidney disease
"Dehydration,Muscle cramp",Degenerative disc disease of the lumbar and sacral spine
"Dehydration,Muscle cramp",Benign paroxysmal positional vertigo
"Dehydration,Muscle cramp",Eczema
"Dehydration,Muscle cramp",Premature separation of placenta
"Dehydration,Muscle cramp",COVID-19
"Dehydration,Muscle cramp",Hemorrhagic stroke
"Dehydration,Muscle cramp",Runner's knee
"Dehydration,Muscle cramp",Cardiac tamponade
"Dehydration,Muscle cramp",Poor nutrition
"Dehydration,Muscle cramp",General anxiety disorder
"Dehydration,Muscle cramp",Hypotension
"Dehydration,Muscle cramp",Diabetes mellitus type 2
"Dehydration,Muscle cramp",Leptospirosis
Dermatalogical changes,Knee osteoarthritis
Dermatalogical changes,Diabetes mellitus type 2
Dermatalogical changes,Costochondritis
Dermatalogical changes,Eye injury
Dermatalogical changes,Baker's cyst of knee
Dermatalogical changes,Migraine
Dermatalogical changes,Uveitis
Dermatalogical changes,Acute viral pharyngitis
Dermatalogical changes,Broken thoracic spine
Dermatalogical changes,Acute streptococcal pharyngitis
Dermatalogical changes,Ulcerative colitis flare-up
Dermatalogical changes,Bladder infection
Dermatalogical changes,Acute angle-closure glaucoma
Dermatalogical changes,Neck strain
Dermatalogical changes,Severe allergic reaction
Dermatalogical changes,Hepatitis C
Dermatalogical changes,Mild hypoglycemia
Dermatalogical changes,Alzheimer's disease
Dermatalogical changes,Pulmonary embolism
Dermatalogical changes,Sciatica
Dermatalogical changes,Bacterial meningitis
Dermatalogical changes,Reflex syncope
Dermatalogical changes,Lactose intolerance
Dermatalogical changes,Gout
Dermatalogical changes,Chronic constipation
Dermatalogical changes,Degenerative arthritis of the spine
Dermatalogical changes,Uterine fibroids
Dermatalogical changes,Whiplash injury
Dermatalogical changes,Asthma
Dermatalogical changes,Food poisoning
Dermatalogical changes,Scratch of cornea
Dermatalogical changes,Teeth grinding
Dermatalogical changes,Open-angle glaucoma
Dermatalogical changes,Chronic obstructive pulmonary disease exacerbation
Dermatalogical changes,Prinzmetal's angina
Dermatalogical changes,Broken kneecap
Dermatalogical changes,Wound separation
