symptomes,disease
"Sneezing,Cough,Shortness of breath",Clostridium difficile-associated disease
"Sneezing,Cough,Shortness of breath",Atypical pneumonia
"Sneezing,Cough,Shortness of breath",Broken calf bones
"Sneezing,Cough,Shortness of breath",M ni re's disease
"Sneezing,Cough,Shortness of breath",Cluster headaches
"Sneezing,Cough,Shortness of breath",Broken collarbone
"Sneezing,Cough,Shortness of breath",Cerebellar stroke
"Sneezing,Cough,Shortness of breath",Shingles
"Sneezing,Cough,Shortness of breath",Labour
"Sneezing,Cough,Shortness of breath",Acute bronchitis
"Sneezing,Cough,Shortness of breath",Stress fracture of lower leg
"Sneezing,Cough,Shortness of breath",Ischemic stroke
"Sneezing,Cough,Shortness of breath",Diabetic kidney disease
"Sneezing,Cough,Shortness of breath",Nocturnal leg cramps
"Sneezing,Cough,Shortness of breath",Wound separation
"Sneezing,Cough,Shortness of breath",Food poisoning
"Sneezing,Cough,Shortness of breath",Reflex syncope
"Sneezing,Cough,Shortness of breath",Trunk injury of unspecified location
"Sneezing,Cough,Shortness of breath",Acute streptococcal pharyngitis
"Sneezing,Cough,Shortness of breath",Antibiotic associated diarrhea
"Sneezing,Cough,Shortness of breath",Gastritis
"Sneezing,Cough,Shortness of breath",Prostatitis
"Sneezing,Cough,Shortness of breath",Bone infection
"Sneezing,Cough,Shortness of breath",Degenerative disc disease of the lumbar and sacral spine
"Sneezing,Cough,Shortness of breath",Pulmonary embolism
"Sneezing,Cough,Shortness of breath",Dry eye syndrome
"Sneezing,Cough,Shortness of breath",Colon cancer
"Sneezing,Cough,Shortness of breath",Vasculitis
"Sneezing,Cough,Shortness of breath",Quinsy
"Sneezing,Cough,Shortness of breath",Chronic sinusitis
"Sneezing,Cough,Shortness of breath",Asthma
"Sneezing,Cough,Shortness of breath",Arrhythmia with slow heart rate
"Sneezing,Cough,Shortness of breath",Migraine
"Sneezing,Cough,Shortness of breath",Hepatitis A
"Sneezing,Cough,Shortness of breath",Indigestion
"Sneezing,Cough,Shortness of breath",De Quervain syndrome
"Sneezing,Cough,Shortness of breath",Severe allergic reaction
"Sneezing,Cough,Shortness of breath",Lupus
"Sneezing,Cough,Shortness of breath",Bacterial meningitis
"Sneezing,Cough,Shortness of breath",Stable angina pectoris
"Sneezing,Cough,Shortness of breath",Burn
"Sneezing,Cough,Shortness of breath",Threatened miscarriage
"Sneezing,Cough,Shortness of breath",Pneumothorax
"Sneezing,Cough,Shortness of breath",Pericarditis
"Sneezing,Shortness of breath",Benign paroxysmal positional vertigo
"Sneezing,Shortness of breath",Concussion
"Sneezing,Shortness of breath",Lactose intolerance
"Sneezing,Shortness of breath",Facial bruise
"Sneezing,Shortness of breath",Ulcerative colitis flare-up
"Sneezing,Shortness of breath",Crohn's disease flare-up
"Sneezing,Shortness of breath",Chronic obstructive pulmonary disease
"Sneezing,Shortness of breath",Pneumonia
"Sneezing,Shortness of breath",Tension-type headaches
"Sneezing,Shortness of breath",Bacterial gastroenteritis
"Sneezing,Shortness of breath",Asthma exacerbation
"Sneezing,Shortness of breath",Nasal polyps
"Sneezing,Shortness of breath",Chronic obstructive pulmonary disease exacerbation
"Sneezing,Shortness of breath",Crotch injury
"Sneezing,Shortness of breath",Acute viral sinusitis
"Sneezing,Shortness of breath",Heart attack
"Sneezing,Shortness of breath",Gastritis
"Sneezing,Shortness of breath",Viral gastroenteritis
"Sneezing,Shortness of breath",Giardiasis
"Sneezing,Shortness of breath",Acute bronchitis
"Sneezing,Shortness of breath",Cardiac tamponade
"Sneezing,Shortness of breath",Hypotension
"Sneezing,Shortness of breath",Alcohol poisoning
"Sneezing,Shortness of breath",Encephalitis
"Sneezing,Shortness of breath",Chronic sinusitis
"Sneezing,Shortness of breath",Broken kneecap
"Sneezing,Shortness of breath",Diverticulitis
"Sneezing,Shortness of breath",Acute bacterial sinusitis
"Sneezing,Shortness of breath",Common cold
"Sneezing,Shortness of breath",Pulmonary edema
"Sneezing,Shortness of breath",High blood pressure
"Sneezing,Shortness of breath",Colon cancer
"Sneezing,Shortness of breath",Hay fever
"Sneezing,Shortness of breath",Severe allergic reaction
"Sneezing,Shortness of breath",Pulmonary tuberculosis
"Sneezing,Shortness of breath",Pulmonary embolism
"Sneezing,Shortness of breath",Reflex syncope
"Sneezing,Shortness of breath",Irritable bowel syndrome
"Sneezing,Shortness of breath",COVID-19
"Sneezing,Shortness of breath",Epilepsy with loss of consciousness
"Sneezing,Shortness of breath",Nonallergic rhinitis
"Sneezing,Shortness of breath,Cough",Heavy metal poisoning
"Sneezing,Shortness of breath,Cough",Concussion
"Sneezing,Shortness of breath,Cough",Cholera
"Sneezing,Shortness of breath,Cough",M ni re's disease
"Sneezing,Shortness of breath,Cough",Severe arrhythmia with fast heart rate
"Sneezing,Shortness of breath,Cough",Teeth grinding
"Sneezing,Shortness of breath,Cough",AIDS
"Sneezing,Shortness of breath,Cough",Reflex syncope
"Sneezing,Shortness of breath,Cough",Zollinger-Ellison syndrome
"Sneezing,Shortness of breath,Cough",Acute viral sinusitis
"Sneezing,Shortness of breath,Cough",Asthma
"Sneezing,Shortness of breath,Cough",Chronic obstructive pulmonary disease
"Sneezing,Shortness of breath,Cough",Acute intestinal ischemia
"Sneezing,Shortness of breath,Cough",Pneumonia
"Sneezing,Shortness of breath,Cough",Hay fever
"Sneezing,Shortness of breath,Cough",Pulmonary embolism
"Sneezing,Shortness of breath,Cough",Migraine
"Sneezing,Shortness of breath,Cough",Gastritis
"Sneezing,Shortness of breath,Cough",Labour
"Sneezing,Shortness of breath,Cough",Chronic sinusitis
"Sneezing,Shortness of breath,Cough",Crohn's disease flare-up
"Sneezing,Shortness of breath,Cough",Irritable bowel syndrome
"Sneezing,Shortness of breath,Cough",Hangover
"Sneezing,Shortness of breath,Cough",Ulcerative colitis flare-up
"Sneezing,Shortness of breath,Cough",Pulmonary hypertension
"Sneezing,Shortness of breath,Cough",Common cold
"Sneezing,Shortness of breath,Cough",Broken collarbone
"Sneezing,Shortness of breath,Cough",Acute bacterial sinusitis
"Sneezing,Shortness of breath,Cough",Indigestion
"Sneezing,Shortness of breath,Cough",Severe allergic reaction
"Sneezing,Shortness of breath,Cough",Intestinal obstruction
"Sneezing,Shortness of breath,Cough",Colitis ulcerosa
"Sneezing,Shortness of breath,Cough",COVID-19
"Sneezing,Shortness of breath,Cough",Asthma exacerbation
"Sneezing,Shortness of breath,Cough",Pneumocystis jirovecii pneumonia
"Sneezing,Shortness of breath,Cough",Hypotension
"Sneezing,Shortness of breath,Cough",Bacterial gastroenteritis
"Sneezing,Shortness of breath,Cough",Tension-type headaches
"Sneezing,Shortness of breath,Cough",Viral gastroenteritis
"Sneezing,Shortness of breath,Cough",Nasal polyps
"Sneezing,Shortness of breath,Cough",Heart attack
Stomach pain,Ulcerative colitis flare-up
Stomach pain,Small intestinal bacterial overgrowth
Stomach pain,M ni re's disease
Stomach pain,Clostridium difficile-associated disease
Stomach pain,Irritable bowel syndrome
Stomach pain,Unspecific vomiting
Stomach pain,Premenstrual syndrome
Stomach pain,Chronic sinusitis
Stomach pain,Cluster headaches
Stomach pain,Pneumonia
Stomach pain,Crohn's disease flare-up
Stomach pain,Food poisoning
Stomach pain,COVID-19
Stomach pain,Chronic obstructive pulmonary disease
Stomach pain,Torsion of ovary
Stomach pain,Morning sickness
Stomach pain,Mild hypoglycemia
Stomach pain,Chronic obstructive pulmonary disease exacerbation
Stomach pain,Chronic fatigue syndrome
Stomach pain,Tension-type headaches
Stomach pain,Heart attack
Stomach pain,Acute viral sinusitis
Stomach pain,Benign paroxysmal positional vertigo
Stomach pain,Asthma exacerbation
Stomach pain,Pulmonary edema
Stomach pain,Colon cancer
Stomach pain,Asthma
Stomach pain,Nasal polyps
Stomach pain,Migraine
Stomach pain,Labour
Stomach pain,Gastritis
Stomach pain,Viral gastroenteritis
Stomach pain,Pulmonary embolism
Stomach pain,Bacterial gastroenteritis
Stomach pain,Severe allergic reaction
Stomach pain,Hay fever
Stomach pain,Common cold
Stomach pain,Reflex syncope
Stomach pain,Acute bronchitis
"Stomach pain,Bloating",Asthma
"Stomach pain,Bloating",Antibiotic associated diarrhea
"Stomach pain,Bloating",Gastritis
"Stomach pain,Bloating",Chronic obstructive pulmonary disease exacerbation
"Stomach pain,Bloating",Nasal polyps
"Stomach pain,Bloating",Chronic sinusitis
"Stomach pain,Bloating",Reflex syncope
"Stomach pain,Bloating",Severe allergic reaction
"Stomach pain,Bloating",Vertebrobasilar insufficiency
"Stomach pain,Bloating",Pneumonia
"Stomach pain,Bloating",Tension-type headaches
"Stomach pain,Bloating",COVID-19
"Stomach pain,Bloating",Common cold
"Stomach pain,Bloating",Pulmonary edema
"Stomach pain,Bloating",Bacterial gastroenteritis
"Stomach pain,Bloating",Appendicitis
"Stomach pain,Bloating",Chronic obstructive pulmonary disease
"Stomach pain,Bloating",Crohn's disease flare-up
"Stomach pain,Bloating",Irritable bowel syndrome
"Stomach pain,Bloating",Asthma exacerbation
"Stomach pain,Bloating",Viral gastroenteritis
"Stomach pain,Bloating",Acute heart failure
"Stomach pain,Bloating",Acute viral sinusitis
"Stomach pain,Bloating,Diarrhea",Labour
"Stomach pain,Bloating,Diarrhea",Benign paroxysmal positional vertigo
"Stomach pain,Bloating,Diarrhea",Acute viral sinusitis
"Stomach pain,Bloating,Diarrhea",Bacterial gastroenteritis
"Stomach pain,Bloating,Diarrhea",Severe arrhythmia with slow heart rate
"Stomach pain,Bloating,Diarrhea",Chronic sinusitis
"Stomach pain,Bloating,Diarrhea",Chronic obstructive pulmonary disease
"Stomach pain,Bloating,Diarrhea",Irritable bowel syndrome
"Stomach pain,Bloating,Diarrhea",Hay fever
"Stomach pain,Bloating,Diarrhea",Pneumonia
"Stomach pain,Bloating,Diarrhea",Crohn's disease flare-up
"Stomach pain,Bloating,Diarrhea",Ulcerative colitis flare-up
"Stomach pain,Bloating,Diarrhea",Epilepsy with loss of consciousness
"Stomach pain,Bloating,Diarrhea",Migraine
"Stomach pain,Bloating,Diarrhea",Pulmonary edema
"Stomach pain,Bloating,Diarrhea",Chronic obstructive pulmonary disease exacerbation
"Stomach pain,Bloating,Diarrhea",Common cold
"Stomach pain,Bloating,Diarrhea,Vomiting",Acute streptococcal pharyngitis
"Stomach pain,Bloating,Diarrhea,Vomiting",Corneal ulceration
"Stomach pain,Bloating,Diarrhea,Vomiting",Fascioliasis
"Stomach pain,Bloating,Diarrhea,Vomiting",Gout
"Stomach pain,Bloating,Diarrhea,Vomiting",Pheochromocytoma
"Stomach pain,Bloating,Diarrhea,Vomiting",General anxiety disorder
"Stomach pain,Bloating,Diarrhea,Vomiting",COVID-19
"Stomach pain,Bloating,Diarrhea,Vomiting",Lactose intolerance
"Stomach pain,Bloating,Diarrhea,Vomiting",Pulmonary embolism
"Stomach pain,Bloating,Diarrhea,Vomiting",Secondary syphilis
"Stomach pain,Bloating,Diarrhea,Vomiting",Warts
"Stomach pain,Bloating,Diarrhea,Vomiting",Chronic constipation
"Stomach pain,Bloating,Diarrhea,Vomiting",Zollinger-Ellison syndrome
"Stomach pain,Bloating,Diarrhea,Vomiting",Benign paroxysmal positional vertigo
"Stomach pain,Bloating,Diarrhea,Vomiting",Rift Valley fever
"Stomach pain,Bloating,Diarrhea,Vomiting",Nasal polyps
"Stomach pain,Bloating,Diarrhea,Vomiting",Colon cancer
"Stomach pain,Bloating,Diarrhea,Vomiting",Diverticulosis
"Stomach pain,Bloating,Diarrhea,Vomiting",Asthma exacerbation
"Stomach pain,Bloating,Diarrhea,Vomiting",Broken skull
"Stomach pain,Bloating,Diarrhea,Vomiting",Crohn's disease flare-up
"Stomach pain,Bloating,Diarrhea,Vomiting",Broken rib
"Stomach pain,Bloating,Diarrhea,Vomiting",Neck fracture
"Stomach pain,Bloating,Diarrhea,Vomiting",Depression
"Stomach pain,Bloating,Diarrhea,Vomiting",Indigestion
"Stomach pain,Bloating,Diarrhea,Vomiting",Uveitis
"Stomach pain,Bloating,Diarrhea,Vomiting",Chronic obstructive pulmonary disease
"Stomach pain,Bloating,Diarrhea,Vomiting",Chronic sinusitis
"Stomach pain,Bloating,Diarrhea,Vomiting",Wound separation
"Stomach pain,Bloating,Diarrhea,Vomiting",Hay fever
"Stomach pain,Bloating,Diarrhea,Vomiting",Acute bacterial sinusitis
"Stomach pain,Bloating,Diarrhea,Vomiting",Cauda equina syndrome
"Stomach pain,Bloating,Diarrhea,Vomiting",Malaria
"Stomach pain,Bloating,Diarrhea,Vomiting",Concussion
"Stomach pain,Bloating,Diarrhea,Vomiting",Acute viral pharyngitis
"Stomach pain,Bloating,Diarrhea,Vomiting",Knee osteoarthritis
"Stomach pain,Bloating,Diarrhea,Vomiting",Keratitis
"Stomach pain,Bloating,Diarrhea,Vomiting",Rocky Mountain spotted fever
"Stomach pain,Bloating,Diarrhea,Vomiting",Degenerative disc disease of the lumbar and sacral spine
"Stomach pain,Bloating,Diarrhea,Vomiting",Insomnia
"Stomach pain,Bloating,Diarrhea,Vomiting",Hypertensive crisis
"Stomach pain,Bloating,Diarrhea,Vomiting",Reflex syncope
"Stomach pain,Bloating,Diarrhea,Vomiting",Atypical pneumonia
"Stomach pain,Bloating,Diarrhea,Vomiting",Teeth grinding
"Stomach pain,Bloating,Diarrhea,Vomiting",Methyl alcohol poisoning
"Stomach pain,Bloating,Diarrhea,Vomiting",Antibiotic associated diarrhea
"Stomach pain,Bloating,Diarrhea,Vomiting",Ankle contusion
"Stomach pain,Bloating,Diarrhea,Vomiting",Sepsis
"Stomach pain,Bloating,Diarrhea,Vomiting",Kidney stones
"Stomach pain,Bloating,Diarrhea,Vomiting",Viral gastroenteritis
"Stomach pain,Bloating,Diarrhea,Vomiting",Prerenal acute renal failure
"Stomach pain,Bloating,Diarrhea,Vomiting",Dehydration
"Stomach pain,Bloating,Diarrhea,Vomiting",Ischemic stroke
"Stomach pain,Bloating,Diarrhea,Vomiting",Cardiac tamponade
"Stomach pain,Bloating,Diarrhea,Vomiting",Neck strain
"Stomach pain,Bloating,Diarrhea,Vomiting",Hepatitis A
"Stomach pain,Bloating,Diarrhea,Vomiting",Hepatitis B
"Stomach pain,Bloating,Diarrhea,Vomiting",Psoriatic arthritis
"Stomach pain,Bloating,Diarrhea,Vomiting",Chickenpox
"Stomach pain,Bloating,Diarrhea,Vomiting",Epicondylitis
"Stomach pain,Bloating,Diarrhea,Vomiting",Asthma
"Stomach pain,Bloating,Diarrhea,Vomiting",Gastritis
"Stomach pain,Bloating,Diarrhea,Vomiting",Threatened miscarriage
"Stomach pain,Bloating,Diarrhea,Vomiting",Prostatitis
"Stomach pain,Bloating,Diarrhea,Vomiting",Acute HIV infection
"Stomach pain,Bloating,Diarrhea,Vomiting",Migraine
"Stomach pain,Bloating,Diarrhea,Vomiting",Bone infection
"Stomach pain,Bloating,Diarrhea,Vomiting",Limb injury of unspecified location
"Stomach pain,Bloating,Diarrhea,Vomiting",Costochondritis
"Stomach pain,Bloating,Diarrhea,Vomiting",Severe allergic reaction
"Stomach pain,Bloating,Diarrhea,Vomiting",Tension-type headaches
"Stomach pain,Bloating,Diarrhea,Vomiting",Major wound
"Stomach pain,Bloating,Diarrhea,Vomiting",Bacterial gastroenteritis
"Stomach pain,Bloating,Diarrhea,Vomiting",Pneumonia
"Stomach pain,Bloating,Diarrhea,Vomiting",Stable angina pectoris
"Stomach pain,Bloating,Diarrhea,Vomiting",Common cold
"Stomach pain,Bloating,Diarrhea,Vomiting",Mild hypoglycemia
"Stomach pain,Bloating,Diarrhea,Vomiting",Contact eczema
"Stomach pain,Bloating,Diarrhea,Vomiting",Bacterial meningitis
"Stomach pain,Bloating,Diarrhea,Vomiting",Diabetes mellitus type 2
"Stomach pain,Bloating,Diarrhea,Vomiting",Pulmonary hypertension
"Stomach pain,Bloating,Diarrhea,Vomiting",Heart attack
"Stomach pain,Bloating,Diarrhea,Vomiting",Runner's knee
"Stomach pain,Bloating,Vomiting",Hay fever
"Stomach pain,Bloating,Vomiting",Pulmonary edema
"Stomach pain,Bloating,Vomiting",Viral gastroenteritis
"Stomach pain,Bloating,Vomiting",Intestinal obstruction
"Stomach pain,Bloating,Vomiting",Colon cancer
"Stomach pain,Bloating,Vomiting",Irritable bowel syndrome
"Stomach pain,Bloating,Vomiting",Pneumonia
"Stomach pain,Bloating,Vomiting",Acute viral sinusitis
"Stomach pain,Bloating,Vomiting",Gastritis
"Stomach pain,Bloating,Vomiting",Chronic sinusitis
"Stomach pain,Bloating,Vomiting",Chronic obstructive pulmonary disease
"Stomach pain,Bloating,Vomiting",Acute bacterial sinusitis
"Stomach pain,Bloating,Vomiting",Asthma exacerbation
"Stomach pain,Bloating,Vomiting",Common cold
"Stomach pain,Bloating,Vomiting",Benign paroxysmal positional vertigo
"Stomach pain,Bloating,Vomiting",Nasal polyps
"Stomach pain,Bloating,Vomiting",Bacterial gastroenteritis
"Stomach pain,Bloating,Vomiting",COVID-19
"Stomach pain,Bloating,Vomiting,Diarrhea",Acute bacterial sinusitis
"Stomach pain,Bloating,Vomiting,Diarrhea",Ulcerative colitis flare-up
"Stomach pain,Bloating,Vomiting,Diarrhea",Threatened miscarriage
"Stomach pain,Bloating,Vomiting,Diarrhea",COVID-19
"Stomach pain,Bloating,Vomiting,Diarrhea",Mild hypoglycemia
"Stomach pain,Bloating,Vomiting,Diarrhea",Viral gastroenteritis
"Stomach pain,Bloating,Vomiting,Diarrhea",Tension-type headaches
"Stomach pain,Bloating,Vomiting,Diarrhea",Broken skull
"Stomach pain,Bloating,Vomiting,Diarrhea",Bacterial gastroenteritis
"Stomach pain,Bloating,Vomiting,Diarrhea",Severe allergic reaction
"Stomach pain,Bloating,Vomiting,Diarrhea",Pulmonary embolism
"Stomach pain,Bloating,Vomiting,Diarrhea",Asthma exacerbation
"Stomach pain,Bloating,Vomiting,Diarrhea",Indigestion
"Stomach pain,Bloating,Vomiting,Diarrhea",Severe hypoglycemia
"Stomach pain,Bloating,Vomiting,Diarrhea",Chronic obstructive pulmonary disease
"Stomach pain,Bloating,Vomiting,Diarrhea",Chronic sinusitis
"Stomach pain,Bloating,Vomiting,Diarrhea",Crohn's disease
"Stomach pain,Bloating,Vomiting,Diarrhea",Common cold
"Stomach pain,Bloating,Vomiting,Diarrhea",Gastritis
"Stomach pain,Bloating,Vomiting,Diarrhea",Antibiotic associated diarrhea
"Stomach pain,Diarrhea",Pulmonary embolism
"Stomach pain,Diarrhea",Chronic constipation
"Stomach pain,Diarrhea",Benign paroxysmal positional vertigo
"Stomach pain,Diarrhea",Pneumonia
"Stomach pain,Diarrhea",Crohn's disease flare-up
"Stomach pain,Diarrhea",Acute heart failure
"Stomach pain,Diarrhea",Acute streptococcal pharyngitis
"Stomach pain,Diarrhea",Migraine
"Stomach pain,Diarrhea",Broken rib
"Stomach pain,Diarrhea",Ulcerative colitis flare-up
"Stomach pain,Diarrhea",Acute viral pharyngitis
"Stomach pain,Diarrhea",Chronic obstructive pulmonary disease
"Stomach pain,Diarrhea",Bacterial gastroenteritis
"Stomach pain,Diarrhea",Chronic sinusitis
"Stomach pain,Diarrhea",COVID-19
"Stomach pain,Diarrhea",Common cold
"Stomach pain,Diarrhea",Viral gastroenteritis
"Stomach pain,Diarrhea",Acute viral sinusitis
"Stomach pain,Diarrhea",Gastritis
"Stomach pain,Diarrhea",Epilepsy with loss of consciousness
"Stomach pain,Diarrhea",Cerebellar stroke
"Stomach pain,Diarrhea,Bloating",Benign paroxysmal positional vertigo
"Stomach pain,Diarrhea,Bloating",Costochondritis
"Stomach pain,Diarrhea,Bloating",Viral gastroenteritis
"Stomach pain,Diarrhea,Bloating",Ulcerative colitis flare-up
"Stomach pain,Diarrhea,Bloating",Asthma exacerbation
"Stomach pain,Diarrhea,Bloating",Migraine
"Stomach pain,Diarrhea,Bloating",Asthma
"Stomach pain,Diarrhea,Bloating",Shigellosis
"Stomach pain,Diarrhea,Bloating",Pneumonia
"Stomach pain,Diarrhea,Bloating",Hay fever
"Stomach pain,Diarrhea,Bloating",Chronic obstructive pulmonary disease
"Stomach pain,Diarrhea,Bloating",Acute streptococcal pharyngitis
"Stomach pain,Diarrhea,Bloating",Chronic sinusitis
"Stomach pain,Diarrhea,Bloating",Acute viral sinusitis
"Stomach pain,Diarrhea,Bloating",COVID-19
"Stomach pain,Diarrhea,Bloating",Heart valve disease
"Stomach pain,Diarrhea,Bloating",Common cold
"Stomach pain,Diarrhea,Bloating",High blood pressure
"Stomach pain,Diarrhea,Bloating",Irritable bowel syndrome
"Stomach pain,Diarrhea,Bloating,Vomiting",Intestinal obstruction
"Stomach pain,Diarrhea,Bloating,Vomiting",Crohn's disease flare-up
"Stomach pain,Diarrhea,Bloating,Vomiting",Reflex syncope
"Stomach pain,Diarrhea,Bloating,Vomiting",Viral gastroenteritis
"Stomach pain,Diarrhea,Bloating,Vomiting",Pulmonary embolism
"Stomach pain,Diarrhea,Bloating,Vomiting",Pneumonia
"Stomach pain,Diarrhea,Bloating,Vomiting",Irritable bowel syndrome
"Stomach pain,Diarrhea,Bloating,Vomiting",Bacterial gastroenteritis
"Stomach pain,Diarrhea,Bloating,Vomiting",Teeth grinding
"Stomach pain,Diarrhea,Bloating,Vomiting",Hay fever
"Stomach pain,Diarrhea,Bloating,Vomiting",Ulcerative colitis flare-up
"Stomach pain,Diarrhea,Bloating,Vomiting",Acute viral sinusitis
"Stomach pain,Diarrhea,Bloating,Vomiting",Cardiac tamponade
"Stomach pain,Diarrhea,Bloating,Vomiting",Asthma exacerbation
"Stomach pain,Diarrhea,Bloating,Vomiting",Common cold
"Stomach pain,Diarrhea,Bloating,Vomiting",Gastritis
"Stomach pain,Diarrhea,Bloating,Vomiting",Chronic obstructive pulmonary disease
"Stomach pain,Diarrhea,Vomiting",Nasal polyps
"Stomach pain,Diarrhea,Vomiting",Chronic obstructive pulmonary disease exacerbation
"Stomach pain,Diarrhea,Vomiting",Viral gastroenteritis
"Stomach pain,Diarrhea,Vomiting",Bacterial gastroenteritis
"Stomach pain,Diarrhea,Vomiting",Heart attack
"Stomach pain,Diarrhea,Vomiting",Asthma exacerbation
"Stomach pain,Diarrhea,Vomiting",Migraine
"Stomach pain,Diarrhea,Vomiting",Chronic sinusitis
"Stomach pain,Diarrhea,Vomiting",Acute viral sinusitis
"Stomach pain,Diarrhea,Vomiting",Electrical injury
"Stomach pain,Diarrhea,Vomiting",Pulmonary embolism
"Stomach pain,Diarrhea,Vomiting",Benign paroxysmal positional vertigo
"Stomach pain,Diarrhea,Vomiting",Cardiac fainting
"Stomach pain,Diarrhea,Vomiting",Hay fever
"Stomach pain,Diarrhea,Vomiting",Pneumonia
"Stomach pain,Diarrhea,Vomiting",Severe allergic reaction
"Stomach pain,Diarrhea,Vomiting,Bloating",Acute viral sinusitis
"Stomach pain,Diarrhea,Vomiting,Bloating",Hay fever
"Stomach pain,Diarrhea,Vomiting,Bloating",Viral gastroenteritis
"Stomach pain,Diarrhea,Vomiting,Bloating",Heart attack
"Stomach pain,Diarrhea,Vomiting,Bloating",Asthma exacerbation
"Stomach pain,Diarrhea,Vomiting,Bloating",Pulmonary edema
"Stomach pain,Diarrhea,Vomiting,Bloating",Indigestion
"Stomach pain,Diarrhea,Vomiting,Bloating",Pneumonia
"Stomach pain,Diarrhea,Vomiting,Bloating",Irritable bowel syndrome
"Stomach pain,Diarrhea,Vomiting,Bloating",Inflammation of the rectum
"Stomach pain,Diarrhea,Vomiting,Bloating",Common cold
"Stomach pain,Diarrhea,Vomiting,Bloating",Crohn's disease
"Stomach pain,Diarrhea,Vomiting,Bloating",Tooth injury
"Stomach pain,Diarrhea,Vomiting,Bloating",Ulcerative colitis flare-up
"Stomach pain,Vomiting",Common cold
"Stomach pain,Vomiting",Food poisoning
"Stomach pain,Vomiting",Colitis ulcerosa
"Stomach pain,Vomiting",Acute viral sinusitis
"Stomach pain,Vomiting",Pulmonary embolism
"Stomach pain,Vomiting",Mild hypoglycemia
"Stomach pain,Vomiting",Bacterial gastroenteritis
"Stomach pain,Vomiting",Severe arrhythmia with slow heart rate
"Stomach pain,Vomiting",COVID-19
"Stomach pain,Vomiting",Viral gastroenteritis
"Stomach pain,Vomiting",Gastritis
"Stomach pain,Vomiting",Acute laryngitis
"Stomach pain,Vomiting",Migraine
"Stomach pain,Vomiting",Irritable bowel syndrome
"Stomach pain,Vomiting",Subarachnoid intracranial hemorrhage
"Stomach pain,Vomiting",Chronic sinusitis
"Stomach pain,Vomiting",Tension-type headaches
"Stomach pain,Vomiting",Asthma
"Stomach pain,Vomiting",Pneumonia
"Stomach pain,Vomiting",Asthma exacerbation
"Stomach pain,Vomiting",Hay fever
"Stomach pain,Vomiting,Bloating",Electrical injury
"Stomach pain,Vomiting,Bloating",Nasal polyps
"Stomach pain,Vomiting,Bloating",Intestinal obstruction
"Stomach pain,Vomiting,Bloating",Asthma exacerbation
"Stomach pain,Vomiting,Bloating",Common cold
"Stomach pain,Vomiting,Bloating",Hay fever
"Stomach pain,Vomiting,Bloating",Appendicitis
"Stomach pain,Vomiting,Bloating",Labour
"Stomach pain,Vomiting,Bloating",Acute viral sinusitis
"Stomach pain,Vomiting,Bloating",Chronic obstructive pulmonary disease
"Stomach pain,Vomiting,Bloating",Viral gastroenteritis
"Stomach pain,Vomiting,Bloating",Colon cancer
"Stomach pain,Vomiting,Bloating",Ischemic stroke
"Stomach pain,Vomiting,Bloating",Acute bacterial sinusitis
"Stomach pain,Vomiting,Bloating",Inflammation of the pulp
"Stomach pain,Vomiting,Bloating",Pneumonia
"Stomach pain,Vomiting,Bloating",Chronic sinusitis
"Stomach pain,Vomiting,Bloating",Severe allergic reaction
"Stomach pain,Vomiting,Bloating",Asthma
"Stomach pain,Vomiting,Bloating",Bacterial gastroenteritis
"Stomach pain,Vomiting,Bloating,Diarrhea",Pulmonary embolism
"Stomach pain,Vomiting,Bloating,Diarrhea",Biventricular heart failure
"Stomach pain,Vomiting,Bloating,Diarrhea",Common cold
"Stomach pain,Vomiting,Bloating,Diarrhea",Atrial fibrillation
"Stomach pain,Vomiting,Bloating,Diarrhea",Chronic obstructive pulmonary disease
"Stomach pain,Vomiting,Bloating,Diarrhea",Bacterial gastroenteritis
"Stomach pain,Vomiting,Bloating,Diarrhea",Gastritis
"Stomach pain,Vomiting,Bloating,Diarrhea",High blood pressure
"Stomach pain,Vomiting,Bloating,Diarrhea",Lactose intolerance
"Stomach pain,Vomiting,Bloating,Diarrhea",Zollinger-Ellison syndrome
"Stomach pain,Vomiting,Bloating,Diarrhea",Neck strain
"Stomach pain,Vomiting,Bloating,Diarrhea",Viral gastroenteritis
"Stomach pain,Vomiting,Bloating,Diarrhea",Reflex syncope
"Stomach pain,Vomiting,Bloating,Diarrhea",Chronic sinusitis
"Stomach pain,Vomiting,Bloating,Diarrhea",Tension-type headaches
"Stomach pain,Vomiting,Bloating,Diarrhea",Dehydration
"Stomach pain,Vomiting,Bloating,Diarrhea",COVID-19
"Stomach pain,Vomiting,Diarrhea",High blood pressure
"Stomach pain,Vomiting,Diarrhea",Physical injury of unknown location
"Stomach pain,Vomiting,Diarrhea",Irritable bowel syndrome
"Stomach pain,Vomiting,Diarrhea",Acute bronchitis
"Stomach pain,Vomiting,Diarrhea",Asthma exacerbation
"Stomach pain,Vomiting,Diarrhea",Acute viral sinusitis
"Stomach pain,Vomiting,Diarrhea",Colitis ulcerosa
"Stomach pain,Vomiting,Diarrhea",Chronic obstructive pulmonary disease exacerbation
"Stomach pain,Vomiting,Diarrhea",Pneumonia
"Stomach pain,Vomiting,Diarrhea",Broken calf bones
"Stomach pain,Vomiting,Diarrhea",Indigestion
"Stomach pain,Vomiting,Diarrhea",Viral gastroenteritis
