id,name,common_name,sex_filter,categories,prevalence,acuteness,severity,triage_level,recommended_channel
c_991,Edema in pregnancy,Edema in pregnancy,female,['Gynecology'],very_rare,acute,mild,self_care,personal_visit
c_1041,Elbow contusion,Elbow contusion,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
c_1025,Elbow dislocation,Dislocated elbow,both,['Traumatology'],very_rare,acute,moderate,consultation_24,personal_visit
c_1109,Electrical injury,Electrical injury,both,['Traumatology'],very_rare,acute,moderate,emergency,personal_visit
c_671,Encephalitis,Encephalitis,both,['Infectiology'],very_rare,acute_potentially_chronic,severe,emergency,personal_visit
c_88,Endometrial cancer,Endometrial cancer,female,['Gynecology'],very_rare,chronic,severe,consultation,personal_visit
c_940,Endometrial polyp,Endometrial polyp,female,['Gynecology'],moderate,chronic,severe,consultation,personal_visit
c_31,Endometriosis,Endometriosis,female,['Gynecology'],very_rare,chronic_with_exacerbations,mild,consultation,personal_visit
c_166,Enterobiasis,Pinworm infection,both,['Infectiology'],very_rare,acute_potentially_chronic,mild,consultation,audio_teleconsultation
c_894,Epicondylitis,Epicondylitis,both,['Orthopedics'],rare,acute_potentially_chronic,mild,consultation,personal_visit
c_1078,Epiglottitis,Inflammation of the epiglottis,both,['Otorhinolaryngology'],very_rare,acute,severe,consultation_24,personal_visit
c_1075,Epilepsy with loss of consciousness,Epilepsy with loss of consciousness,both,['Neurology'],very_rare,chronic_with_exacerbations,severe,consultation,personal_visit
c_1074,Epilepsy without loss of consciousness,Epilepsy without loss of consciousness,both,['Neurology'],very_rare,chronic_with_exacerbations,severe,consultation,personal_visit
c_983,Epistaxis,Nosebleed,both,['Otorhinolaryngology'],moderate,acute,mild,self_care,video_teleconsultation
c_169,Erysipelas,Erysipelas,both,['Infectiology'],rare,acute,moderate,consultation_24,personal_visit
c_1224,Erythema nodosum,Erythema nodosum,both,['Dermatology'],rare,acute_potentially_chronic,moderate,consultation,personal_visit
c_1216,Erythroderma,Erythroderma,both,['Dermatology'],very_rare,acute_potentially_chronic,severe,consultation_24,personal_visit
c_496,Esophageal diverticula,Esophageal diverticula,both,['Gastroenterology'],rare,chronic,mild,consultation,personal_visit
c_421,Essential thrombocytosis,Essential thrombocythemia,both,['Hematology'],very_rare,chronic,moderate,consultation,audio_teleconsultation
c_29,Essential tremor,Essential tremor,both,['Neurology'],very_rare,chronic,mild,consultation,personal_visit
c_1054,External ear injury,Injured ear,both,['Traumatology'],very_rare,acute,moderate,consultation,video_teleconsultation
c_959,Eye injury,Eye injury,both,['Ophthalmology'],very_rare,acute,moderate,emergency,personal_visit
c_1253,"Eyelid twitch, unspecified",Eyelid twitch,both,['Ophthalmology'],moderate,chronic,mild,self_care,personal_visit
c_1015,Facial bones fracture,Broken facial bones,both,['Traumatology'],very_rare,acute,severe,emergency,personal_visit
c_1046,Facial contusion,Facial bruise,both,['Traumatology'],very_rare,acute,moderate,self_care,video_teleconsultation
c_467,Facial nerve palsy,Facial nerve palsy,both,['Neurology'],very_rare,acute_potentially_chronic,mild,consultation_24,personal_visit
c_426,Fasciolosis,Fascioliasis,both,['Infectiology'],very_rare,chronic,mild,consultation,personal_visit
c_80,Fatigue,Fatigue,both,['Internal Medicine'],moderate,acute_potentially_chronic,mild,self_care,text_teleconsultation
c_1055,Femur fracture,Broken thigh bone,both,['Traumatology'],very_rare,acute,moderate,emergency_ambulance,personal_visit
c_778,Fibroadenoma of breast,Fibroadenoma of breast,female,['Gynecology'],rare,chronic,mild,consultation,personal_visit
c_739,Fibrocystic breasts,Fibrocystic breasts,female,['Gynecology'],rare,chronic_with_exacerbations,mild,consultation,personal_visit
c_598,Fibromyalgia,Fibromyalgia,both,['Rheumatology'],very_rare,chronic,mild,consultation,personal_visit
c_1044,Finger contusion,Finger contusion,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
c_1029,Finger dislocation,Dislocated finger,both,['Traumatology'],very_rare,acute,moderate,consultation,personal_visit
c_1012,Finger fracture,Broken finger,both,['Traumatology'],very_rare,acute,moderate,consultation,personal_visit
c_814,Flatfoot,Flat feet,both,['Orthopedics'],rare,chronic,mild,consultation,personal_visit
c_592,Folate-deficiency anemia,Folate-deficiency anemia,both,['Hematology'],very_rare,chronic,mild,consultation,audio_teleconsultation
c_832,Food allergy,Food allergy,both,['Allergology'],rare,chronic_with_exacerbations,moderate,self_care,audio_teleconsultation
c_138,Food poisoning,Food poisoning,both,['Gastroenterology'],common,acute,mild,self_care,audio_teleconsultation
c_1019,Foot bones fracture,Broken foot,both,['Traumatology'],very_rare,acute,moderate,consultation_24,personal_visit
c_1056,Foot contusion,Foot contusion,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
c_223,Foot osteoarthritis,Foot osteoarthritis,both,['Orthopedics'],very_rare,chronic,mild,consultation,personal_visit
c_1057,Forearm bones fracture,Broken forearm,both,['Traumatology'],very_rare,acute,moderate,emergency,personal_visit
c_1035,Forearm contusion,Forearm contusion,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
c_887,Foreign body aspiration,Foreign body aspiration,both,['Otorhinolaryngology'],very_rare,acute,severe,emergency,personal_visit
c_815,Functional dyspepsia,Indigestion,both,['Gastroenterology'],common,chronic_with_exacerbations,mild,self_care,audio_teleconsultation
c_915,Functional ovarian cyst,Cyst of an ovary,female,['Gynecology'],moderate,chronic,mild,consultation,personal_visit
c_723,"Furuncles, carbuncles and cutaneous abscesses",Skin abscess,both,['Dermatology'],rare,acute_potentially_chronic,moderate,consultation,video_teleconsultation
c_992,Gambling addiction,Pathological gambling,both,['Psychiatry'],moderate,chronic,severe,consultation,video_teleconsultation
c_66,Gastric cancer,Gastric cancer,both,['Gastroenterology'],very_rare,chronic,severe,consultation,personal_visit
c_515,Gastritis,Gastritis,both,['Gastroenterology'],moderate,chronic_with_exacerbations,mild,consultation,audio_teleconsultation
c_101,Gastroesophageal reflux disease,Gastroesophageal reflux disease,both,['Gastroenterology'],moderate,chronic_with_exacerbations,mild,consultation,audio_teleconsultation
c_225,General anxiety disorder,General anxiety disorder,both,['Psychiatry'],moderate,chronic_with_exacerbations,moderate,consultation,video_teleconsultation
c_534,Genital herpes,Genital herpes,both,['Venereology'],rare,chronic_with_exacerbations,mild,consultation,personal_visit
c_960,Genital injury,Crotch injury,both,['Urology'],very_rare,acute,moderate,consultation_24,personal_visit
c_1210,Geographic tongue,Geographic tongue,both,['Dentistry'],common,chronic_with_exacerbations,mild,self_care,personal_visit
c_532,Gestational diabetes,Diabetes in pregnancy,female,['Gynecology'],very_rare,acute_potentially_chronic,moderate,consultation,video_teleconsultation
c_165,Giardiasis,Giardiasis,both,['Infectiology'],very_rare,acute_potentially_chronic,mild,consultation_24,personal_visit
c_34,Gilbert's syndrome,Familial nonhemolytic jaundice,both,['Gastroenterology'],rare,chronic,mild,consultation,text_teleconsultation
c_120,Gingivitis,Inflammation of the gums,both,['Dentistry'],moderate,acute_potentially_chronic,mild,self_care,personal_visit
c_447,Gitelman syndrome,Gitelman syndrome,both,['Nephrology'],very_rare,chronic,moderate,consultation,personal_visit
c_374,Glomerulonephritis,Glomerulonephritis,both,['Nephrology'],very_rare,acute_potentially_chronic,moderate,consultation_24,personal_visit
c_247,Glossitis,Tongue inflammation,both,['Internal Medicine'],very_rare,acute_potentially_chronic,mild,self_care,video_teleconsultation
c_734,Goiter,Goiter,both,['Endocrinology'],very_rare,chronic,moderate,consultation,personal_visit
c_159,Gonorrhea,Gonorrhea,both,['Venereology'],rare,acute,mild,consultation,personal_visit
c_464,Goodpasture's syndrome,Goodpasture's syndrome,both,['Rheumatology'],very_rare,chronic_with_exacerbations,severe,consultation_24,personal_visit
c_27,Gout,Gout,both,['Rheumatology'],very_rare,chronic_with_exacerbations,mild,consultation,personal_visit
c_824,Granuloma annulare,Granuloma annulare,both,['Dermatology'],very_rare,chronic,mild,consultation,personal_visit
c_264,Granulomatosis with polyangiitis,Granulomatosis with polyangiitis,both,['Rheumatology'],very_rare,chronic_with_exacerbations,moderate,consultation,video_teleconsultation
c_427,Graves' disease,Graves' disease,both,['Endocrinology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
c_938,Greater trochanteric pain syndrome,Hip bursitis,both,['Orthopedics'],very_rare,chronic,mild,consultation,video_teleconsultation
c_314,Guillain-Barré syndrome,Guillain-Barré syndrome,both,['Neurology'],very_rare,chronic,severe,emergency,personal_visit
c_1181,"Gynecomastia, unspecified",Enlargement of male breast,male,['Endocrinology'],very_rare,acute_potentially_chronic,mild,self_care,personal_visit
c_986,HELLP syndrome,HELLP syndrome,female,['Gynecology'],very_rare,acute,severe,emergency,personal_visit
c_1016,Hand bones fracture,Broken hand bones,both,['Traumatology'],very_rare,acute,moderate,consultation_24,personal_visit
c_219,Hand osteoarthritis,Hand osteoarthritis,both,['Orthopedics'],very_rare,chronic,mild,consultation,personal_visit
c_137,Hangover,Hangover,both,['Toxicology'],very_rare,acute,mild,self_care,audio_teleconsultation
c_428,Hashimoto's thyroiditis,Hashimoto’s disease,both,['Endocrinology'],rare,chronic_with_exacerbations,moderate,consultation,personal_visit
c_1040,Head and neck unspecified injury,Unspecified head and neck injury,both,['Traumatology'],rare,acute,moderate,consultation,personal_visit
c_1263,"Hearing loss, unspecified",Unspecific hearing loss,both,['Otorhinolaryngology'],moderate,chronic,moderate,consultation,personal_visit
c_897,Heart valve disease,Heart valve disease,both,['Cardiology'],very_rare,chronic_with_exacerbations,severe,consultation,personal_visit
c_424,Heat and sun-related illness,Heat and sun-related illness,both,['Other'],very_rare,acute,severe,consultation_24,personal_visit
c_1202,Heavy metal poisoning,Heavy metal poisoning,both,['Toxicology'],very_rare,acute,severe,emergency_ambulance,personal_visit
c_328,Hemochromatosis,Hemochromatosis,both,['Hematology'],very_rare,chronic_with_exacerbations,moderate,consultation,audio_teleconsultation
c_60,Hemolytic anemia,Hemolytic anemia,both,['Hematology'],very_rare,chronic_with_exacerbations,severe,consultation,personal_visit
c_606,Hemolytic-uremic syndrome,Hemolytic-uremic syndrome,both,['Nephrology'],very_rare,acute,severe,emergency,personal_visit
c_514,Hemophagocytic lymphohistiocytosis,Hemophagocytic lymphohistiocytosis,both,['Hematology'],very_rare,acute_potentially_chronic,severe,emergency,personal_visit
c_1145,Hemophilia,Hemophilia,male,['Hematology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
c_371,Hemorrhagic anemia,Acute anemia,both,['Hematology'],very_rare,acute_potentially_chronic,moderate,consultation_24,personal_visit
c_709,Hemorrhagic stroke,Hemorrhagic stroke,both,['Neurology'],very_rare,acute,severe,emergency_ambulance,personal_visit
c_147,Hemorrhoids,Hemorrhoids,both,['Gastroenterology'],rare,chronic_with_exacerbations,mild,self_care,personal_visit
c_463,Henoch-Schönlein purpura,Henoch-Schönlein vasculitis,both,['Rheumatology'],very_rare,acute,moderate,consultation_24,personal_visit
c_590,Hepatic abscess,Hepatic abscess,both,['Surgery'],very_rare,chronic,severe,consultation_24,personal_visit
c_443,Hepatic encephalopathy,Hepatic encephalopathy,both,['Gastroenterology'],very_rare,chronic_with_exacerbations,severe,emergency,personal_visit
c_477,Hepatitis A,Hepatitis A,both,['Infectiology'],very_rare,acute,moderate,consultation_24,personal_visit
c_478,Hepatitis B,Hepatitis B,both,['Infectiology'],very_rare,acute_potentially_chronic,severe,consultation_24,personal_visit
c_479,Hepatitis C,Hepatitis C,both,['Infectiology'],very_rare,acute_potentially_chronic,severe,consultation,audio_teleconsultation
c_294,Herbicide poisoning,Herbicide poisoning,both,['Toxicology'],very_rare,acute,severe,emergency,personal_visit
c_1183,Herpangina,Herpangina,both,['Otorhinolaryngology'],very_rare,acute,mild,consultation,personal_visit
c_1259,Heterochromia,Different eye colours,both,['Ophthalmology'],common,chronic,mild,self_care,personal_visit
c_465,High altitude sickness,High altitude sickness,both,['Other'],very_rare,acute,moderate,emergency,personal_visit
c_1047,Hip contusion,Hip contusion,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
c_1031,Hip dislocation,Dislocated hip,both,['Traumatology'],very_rare,acute,moderate,consultation_24,personal_visit
c_221,Hip osteoarthritis,Hip osteoarthritis,both,['Orthopedics'],very_rare,chronic,mild,consultation,personal_visit
c_181,Hodgkin lymphoma,Hodgkin's disease,both,['Hematology'],very_rare,chronic,severe,consultation,personal_visit
c_290,Hookworm infection,Hookworm disease,both,['Infectiology'],very_rare,acute_potentially_chronic,mild,consultation_24,audio_teleconsultation
c_287,Horner's syndrome,Horner's syndrome,both,['Neurology'],very_rare,chronic,moderate,consultation_24,personal_visit
c_1070,Humerus fracture,Broken arm,both,['Traumatology'],very_rare,acute,moderate,emergency,personal_visit
c_525,Hydrocele testis,Hydrocele testis,male,['Urology'],rare,chronic,mild,consultation,personal_visit
c_921,Hyperemesis gravidarum,Hyperemesis gravidarum,female,['Gynecology'],very_rare,acute_potentially_chronic,moderate,consultation,personal_visit
c_51,Hyperparathyroidism,Hyperparathyroidism,both,['Endocrinology'],rare,chronic_with_exacerbations,severe,consultation,personal_visit
c_920,Hyperprolactinemia,Hyperprolactinemia,both,['Endocrinology'],moderate,chronic,mild,consultation,personal_visit
c_50,Hypertension,High blood pressure,both,['Cardiology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
c_461,Hypertensive crisis,Hypertensive crisis,both,['Cardiology'],very_rare,acute,severe,consultation_24,personal_visit
c_462,Hypertensive encephalopathy,Hypertensive encephalopathy,both,['Cardiology'],very_rare,acute,severe,emergency_ambulance,personal_visit
c_52,Hyperthyroidism,Hyperthyroidism,both,['Endocrinology'],very_rare,chronic_with_exacerbations,severe,consultation,personal_visit
c_446,Hypoglycemia,Hypoglycemia,both,['Internal Medicine'],very_rare,acute,moderate,emergency,personal_visit
c_58,Hypoparathyroidism,Hypoparathyroidism,both,['Endocrinology'],rare,chronic_with_exacerbations,severe,consultation,personal_visit
c_196,Hypopituitarism,Hypopituitarism,both,['Endocrinology'],very_rare,chronic,moderate,consultation,personal_visit
c_35,Hypotension,Hypotension,both,['Internal Medicine'],moderate,chronic_with_exacerbations,mild,self_care,personal_visit
c_59,Hypothyroidism,Hypothyroidism,both,['Endocrinology'],rare,chronic,moderate,consultation,video_teleconsultation
c_956,Hypovolemic shock,Hypovolemic shock,both,['Other'],very_rare,acute,severe,emergency_ambulance,personal_visit
c_489,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,both,['Pulmonology'],very_rare,chronic,severe,consultation,personal_visit
c_139,Impacted wisdom tooth,Impacted wisdom tooth,both,['Dentistry'],moderate,acute,mild,consultation,personal_visit
c_42,Impetigo contagiosa,Impetigo,both,['Dermatology'],moderate,acute,mild,consultation,personal_visit
c_195,Improper use of sleeping pills and sedatives,Improper use of sleeping pills and sedatives,both,['Toxicology'],very_rare,acute_potentially_chronic,moderate,consultation,personal_visit
c_551,Incarcerated inguinal hernia,Incarcerated inguinal hernia,both,['Surgery'],very_rare,acute,severe,emergency,personal_visit
c_332,Increased intracranial pressure,Increased intracranial pressure,both,['Neurology'],very_rare,acute_potentially_chronic,severe,emergency_ambulance,personal_visit
c_36,Infectious arthritis,Infectious arthritis,both,['Rheumatology'],very_rare,acute_potentially_chronic,moderate,consultation_24,personal_visit
c_200,Infectious mononucleosis,Mononucleosis,both,['Infectiology'],rare,acute,moderate,consultation_24,personal_visit
c_206,Infective endocarditis,Infective endocarditis,both,['Cardiology'],very_rare,acute,severe,consultation_24,personal_visit
c_33,Influenza,Flu,both,['Infectiology'],rare,acute,moderate,consultation,audio_teleconsultation
c_836,Ingrown fingernail,Ingrown fingernail,both,['Surgery'],rare,acute_potentially_chronic,mild,consultation,personal_visit
c_978,Ingrown toenail,Ingrown toenail,both,['Surgery'],moderate,acute_potentially_chronic,mild,consultation,personal_visit
c_550,Inguinal hernia,Inguinal hernia,both,['Surgery'],rare,chronic_with_exacerbations,moderate,consultation,personal_visit
c_295,Insecticide poisoning,Insecticide poisoning,both,['Toxicology'],very_rare,acute,severe,emergency_ambulance,personal_visit
c_721,Insomnia,Insomnia,both,['Psychiatry'],moderate,chronic_with_exacerbations,mild,consultation,audio_teleconsultation
c_408,Insulinoma,Insulinoma,both,['Endocrinology'],very_rare,chronic_with_exacerbations,severe,consultation,personal_visit
c_520,Intercostal neuralgia,Intercostal neuralgia,both,['Neurology'],moderate,acute,mild,self_care,personal_visit
c_694,Intestinal obstruction,Intestinal obstruction,both,['Surgery'],very_rare,acute,severe,emergency,personal_visit
c_990,Intra-amniotic infection,Intra-amniotic infection,female,['Gynecology'],very_rare,acute,severe,emergency,personal_visit
c_62,Iron deficiency anemia,Iron deficiency anemia,both,['Hematology'],rare,acute_potentially_chronic,moderate,consultation,audio_teleconsultation
c_142,Irritable bowel syndrome,Irritable bowel syndrome,both,['Gastroenterology'],moderate,chronic_with_exacerbations,mild,consultation,audio_teleconsultation
c_114,Ischemic stroke,Ischemic stroke,both,['Neurology'],very_rare,acute_potentially_chronic,severe,emergency_ambulance,personal_visit
c_1083,"Joint pain, unspecified",Unspecific joint pain,both,['Orthopedics'],common,acute,mild,self_care,text_teleconsultation
c_1188,Keloid,Keloid,both,['Dermatology'],very_rare,chronic,moderate,consultation,personal_visit
c_892,Keratitis,Keratitis,both,['Ophthalmology'],rare,acute_potentially_chronic,moderate,consultation,personal_visit
c_420,Klüver-Bucy bitemporal syndrome,Klüver-Bucy bitemporal syndrome,both,['Neurology'],very_rare,chronic,severe,consultation,personal_visit
c_720,Knee bursitis,Knee bursitis,both,['Orthopedics'],very_rare,acute_potentially_chronic,mild,consultation,personal_visit
c_1030,Knee dislocation,Dislocated knee,both,['Traumatology'],very_rare,acute,severe,emergency,personal_visit
c_220,Knee osteoarthritis,Knee osteoarthritis,both,['Orthopedics'],very_rare,chronic,mild,consultation,personal_visit
c_347,Korsakoff's syndrome,Korsakoff's syndrome,both,['Psychiatry'],very_rare,chronic,severe,consultation,personal_visit
c_982,Labour,Labour,female,['Gynecology'],very_rare,acute,moderate,emergency,personal_visit
c_162,Labyrinthitis,Inflammation of the inner ear,both,['Otorhinolaryngology'],very_rare,acute,moderate,consultation_24,personal_visit
c_727,Lactational mastitis,Breast inflammation associated with lactation,female,['Gynecology'],very_rare,acute_potentially_chronic,moderate,consultation_24,personal_visit
c_735,Lactose intolerance,Lactose intolerance,both,['Gastroenterology'],moderate,chronic,mild,self_care,audio_teleconsultation
c_91,Laryngeal cancer,Laryngeal cancer,both,['Otorhinolaryngology'],very_rare,chronic,severe,consultation,personal_visit
c_246,Lassa fever,Lassa fever,both,['Infectiology'],very_rare,acute,severe,emergency,personal_visit
c_553,Lateral medullary syndrome,Lateral medullary syndrome,both,['Neurology'],very_rare,chronic,moderate,consultation_24,personal_visit
c_211,Left-sided heart failure,Left-sided heart failure,both,['Cardiology'],very_rare,chronic_with_exacerbations,severe,consultation_24,personal_visit
c_272,Legionellosis,Legionellosis,both,['Infectiology'],very_rare,acute,severe,consultation_24,personal_visit
c_256,Leptospirosis,Leptospirosis,both,['Infectiology'],very_rare,acute,moderate,consultation,audio_teleconsultation
c_313,Leriche's syndrome,Leriche's syndrome,both,['Angiology'],very_rare,chronic_with_exacerbations,severe,consultation,personal_visit
c_841,Leukoplakia,Leukoplakia,both,['Dentistry'],very_rare,chronic,mild,consultation,video_teleconsultation
c_1053,"Limb injury, unspecified location",Limb injury of unspecified location,both,['Traumatology'],very_rare,acute,moderate,consultation,video_teleconsultation
c_585,Limbic encephalitis,Limbic encephalitis,both,['Neurology'],very_rare,chronic_with_exacerbations,severe,emergency,personal_visit
c_1111,Lip injury,Lip injury,both,['Other'],rare,acute,mild,self_care,video_teleconsultation
c_834,Lipoma,Lipoma,both,['Surgery'],moderate,chronic,mild,consultation,personal_visit
c_99,Liver cancer,Liver cancer,both,['Gastroenterology'],very_rare,chronic,severe,consultation,personal_visit
c_1059,Lower leg contusion,Lower leg contusion,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
c_1038,"Lower limb injury, unspecified location",Lower limb injury of unspecified location,both,['Traumatology'],very_rare,acute,mild,consultation,personal_visit
c_1022,Lumbar vertebra fracture,Broken lumbar spine,both,['Traumatology'],very_rare,acute,moderate,emergency,personal_visit
c_64,Lung cancer,Lung cancer,both,['Pulmonology'],very_rare,chronic,severe,consultation,personal_visit
c_182,Lyme disease,Lyme disease,both,['Infectiology'],rare,acute_potentially_chronic,moderate,consultation_24,audio_teleconsultation
c_26,Major depressive disorder,Depression,both,['Psychiatry'],moderate,chronic_with_exacerbations,severe,consultation,video_teleconsultation
c_1064,Major skin injury,Major wound,both,['Traumatology'],very_rare,acute,moderate,consultation,personal_visit
c_413,Malaria,Malaria,both,['Infectiology'],very_rare,acute_potentially_chronic,severe,emergency,personal_visit
c_1220,Malnutrition,Poor nutrition,both,['Internal Medicine'],very_rare,chronic,mild,consultation,personal_visit
c_1060,Mandible fracture,Broken jaw,both,['Traumatology'],very_rare,acute,severe,emergency,personal_visit
c_274,Manic syndrome,Mania,both,['Psychiatry'],rare,acute,severe,consultation_24,video_teleconsultation
c_513,Mastocytosis,Mastocytosis,both,['Hematology'],very_rare,chronic_with_exacerbations,severe,consultation,audio_teleconsultation
c_286,Measles,Measles,both,['Infectiology'],very_rare,acute,moderate,consultation_24,personal_visit
c_981,Mechanical back pain,Back strain,both,['Orthopedics'],moderate,acute_potentially_chronic,mild,self_care,video_teleconsultation
c_469,Mediastinitis,Inflammation of mediastinum,both,['Pulmonology'],very_rare,acute,severe,emergency,personal_visit
c_620,Medulloblastoma,Medulloblastoma,both,['Neurology'],very_rare,chronic,severe,consultation,personal_visit
c_25,Melanoma,Melanoma,both,['Dermatology'],very_rare,chronic,severe,consultation,personal_visit
c_1236,Meteorosensitivity and meteoropathy,Meteorosensitivity and meteoropathy,both,['Other'],very_rare,chronic_with_exacerbations,mild,self_care,personal_visit
c_619,Methanol poisoning,Methyl alcohol poisoning,both,['Toxicology'],very_rare,acute_potentially_chronic,severe,emergency,personal_visit
c_510,Microscopic polyangiitis,Microscopic artery inflammation,both,['Rheumatology'],very_rare,chronic,moderate,consultation,personal_visit
c_49,Migraine,Migraine,both,['Neurology'],moderate,chronic_with_exacerbations,mild,consultation,audio_teleconsultation
c_323,Milk-alkali syndrome,Milk-alkali syndrome,both,['Gastroenterology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
c_984,"Minor head injury, unspecified",Mild head injury,both,['Traumatology'],very_rare,acute,moderate,self_care,video_teleconsultation
c_1063,Minor skin injury,Minor wound,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
c_511,Mixed connective tissue disease,Mixed connective tissue disease,both,['Rheumatology'],very_rare,chronic,moderate,consultation,personal_visit
c_1122,Molluscum contagiosum,Molluscum contagiosum,both,['Dermatology'],rare,acute,mild,consultation,personal_visit
c_575,Mononeuritis multiplex,Inflammation of multiple individual nerves,both,['Neurology'],very_rare,chronic,moderate,consultation,personal_visit
c_1231,Motion sickness,Travel sickness,both,['Pediatrics'],moderate,chronic_with_exacerbations,mild,self_care,text_teleconsultation
c_108,Multiple sclerosis,Multiple sclerosis,both,['Neurology'],very_rare,chronic_with_exacerbations,severe,consultation,personal_visit
c_192,Mumps,Inflammation of parotid salivary glands,both,['Infectiology'],very_rare,acute,mild,consultation_24,personal_visit
c_1139,Muscular dystrophy,Muscular dystrophy,male,['Genetics'],very_rare,chronic,moderate,consultation,personal_visit
c_46,Myasthenia gravis,Progressive muscle weakness,both,['Neurology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
c_423,Myelofibrosis,Replacement of bone marrow with scar tissue,both,['Hematology'],very_rare,chronic,severe,consultation,audio_teleconsultation
c_140,Myocardial infarction,Heart attack,both,['Cardiology'],very_rare,acute,severe,emergency_ambulance,personal_visit
c_210,Myocarditis,Inflammation of heart muscle,both,['Cardiology'],very_rare,acute_potentially_chronic,severe,consultation_24,personal_visit
c_203,Ménière's disease,Ménière's disease,both,['Otorhinolaryngology'],very_rare,chronic_with_exacerbations,mild,consultation,personal_visit
c_164,Ménétrier's disease,Ménétrier's disease,both,['Gastroenterology'],very_rare,chronic,moderate,consultation,personal_visit
c_979,Nail injury,Nail injury,both,['Traumatology'],very_rare,acute,mild,self_care,personal_visit
c_440,Nasal polyps,Nasal polyps,both,['Otorhinolaryngology'],moderate,chronic,mild,consultation,personal_visit
c_810,Nasal septum deviation,Nasal septum deviation,both,['Otorhinolaryngology'],moderate,chronic,mild,consultation,personal_visit
c_799,Nasolacrimal duct obstruction,Blocked tear duct,both,['Ophthalmology'],very_rare,acute,mild,self_care,personal_visit
c_710,Nausea and vomiting in pregnancy,Morning sickness,female,['Gynecology'],very_rare,acute_potentially_chronic,mild,self_care,audio_teleconsultation
c_37,Nephrolithiasis,Kidney stones,both,['Urology'],rare,chronic_with_exacerbations,moderate,consultation_24,personal_visit
c_265,Nephrotic syndrome,Nephrotic syndrome,both,['Nephrology'],very_rare,acute_potentially_chronic,severe,consultation_24,personal_visit
c_375,Neurasthenia,Neurasthenia,both,['Psychiatry'],very_rare,chronic_with_exacerbations,mild,consultation,audio_teleconsultation
c_63,Nicotine dependence,Nicotine dependence,both,['Psychiatry'],rare,chronic,mild,consultation,audio_teleconsultation
c_583,Non-Hodgkin lymphoma,Non-Hodgkin lymphoma,both,['Hematology'],very_rare,chronic,severe,consultation_24,personal_visit
c_644,Non-alcoholic fatty liver disease,Non-alcoholic fatty liver disease,both,['Gastroenterology'],rare,chronic,mild,consultation,personal_visit
c_666,Non-allergic non-infectious rhinitis,Nonallergic rhinitis,both,['Otorhinolaryngology'],moderate,chronic,mild,self_care,text_teleconsultation
c_801,Non-lactational mastitis,Inflammation of the breast,female,['Surgery'],very_rare,acute_potentially_chronic,mild,consultation_24,personal_visit
c_797,Non-melanoma skin cancer,Non-melanoma skin carcinoma,both,['Dermatology'],very_rare,chronic,severe,consultation,personal_visit
c_1177,Non-traumatic vertebral fracture,Compression fracture of the spine,both,['Orthopedics'],very_rare,acute_potentially_chronic,severe,consultation,personal_visit
c_780,Nose injury,Nose injury,both,['Traumatology'],very_rare,acute,mild,consultation,video_teleconsultation
c_118,Obsessive-compulsive disorder,Obsessive-compulsive disorder,both,['Psychiatry'],rare,chronic_with_exacerbations,moderate,consultation,video_teleconsultation
c_248,Obstructive jaundice,Obstructive jaundice,both,['Gastroenterology'],rare,acute_potentially_chronic,moderate,emergency,personal_visit
c_711,Obstructive sleep apnea,Sleep apnea,both,['Pulmonology'],rare,chronic,moderate,consultation,audio_teleconsultation
c_549,Oculomotor nerve palsy,Oculomotor nerve palsy,both,['Ophthalmology'],very_rare,chronic,mild,consultation,personal_visit
c_937,Olecranon bursitis,Olecranon bursitis,both,['Orthopedics'],moderate,chronic,mild,consultation,personal_visit
c_888,Onychomycosis,Fungal nail infection,both,['Dermatology'],common,chronic,mild,self_care,personal_visit
c_997,Open-angle glaucoma,Open-angle glaucoma,both,['Ophthalmology'],very_rare,chronic,moderate,consultation,personal_visit
c_1218,Opioid withdrawal syndrome,Opioid withdrawal syndrome,both,['Toxicology'],very_rare,acute,severe,consultation_24,personal_visit
c_698,Oral candidiasis,Oral thrush,both,['Internal Medicine'],rare,acute_potentially_chronic,mild,consultation,video_teleconsultation
c_67,Oral herpes,Cold sore,both,['Dermatology'],moderate,acute_potentially_chronic,mild,self_care,video_teleconsultation
c_125,Orchitis and epididymitis,Inflammation of testes and epididymis,male,['Urology'],rare,acute,moderate,consultation_24,personal_visit
c_350,Organic mental disorder,Organic mental disorder,both,['Psychiatry'],very_rare,chronic,mild,consultation,personal_visit
c_337,Osteomalacia,Osteomalacia,both,['Internal Medicine'],very_rare,chronic,moderate,consultation,audio_teleconsultation
