,id,name,common_name,sex_filter,categories,prevalence,acuteness,severity,triage_level,recommended_channel
221,c_186,Diverticulitis,Diverticulitis,both,['Gastroenterology'],very_rare,chronic_with_exacerbations,mild,consultation_24,personal_visit
222,c_113,Diverticulosis,Diverticulosis,both,['Gastroenterology'],very_rare,chronic,mild,self_care,video_teleconsultation
223,c_998,Dry eye disease,Dry eye syndrome,both,['Ophthalmology'],moderate,chronic,mild,self_care,audio_teleconsultation
224,c_688,Ear barotrauma,Ear barotrauma,both,['Otorhinolaryngology'],very_rare,acute,moderate,consultation,personal_visit
225,c_808,Earwax blockage,Earwax blockage,both,['Otorhinolaryngology'],moderate,acute_potentially_chronic,mild,self_care,personal_visit
226,c_435,Echinococcosis,Echinococcosis,both,['Infectiology'],very_rare,chronic_with_exacerbations,severe,consultation,personal_visit
227,c_985,Eclampsia,Eclampsia,female,['Gynecology'],very_rare,acute,severe,emergency_ambulance,personal_visit
228,c_627,Ectopic pregnancy,Ectopic pregnancy,female,['Gynecology'],very_rare,acute,severe,emergency,personal_visit
229,c_991,Edema in pregnancy,Edema in pregnancy,female,['Gynecology'],very_rare,acute,mild,self_care,personal_visit
230,c_1041,Elbow contusion,Elbow contusion,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
231,c_1025,Elbow dislocation,Dislocated elbow,both,['Traumatology'],very_rare,acute,moderate,consultation_24,personal_visit
232,c_1109,Electrical injury,Electrical injury,both,['Traumatology'],very_rare,acute,moderate,emergency,personal_visit
233,c_671,Encephalitis,Encephalitis,both,['Infectiology'],very_rare,acute_potentially_chronic,severe,emergency,personal_visit
234,c_88,Endometrial cancer,Endometrial cancer,female,['Gynecology'],very_rare,chronic,severe,consultation,personal_visit
235,c_940,Endometrial polyp,Endometrial polyp,female,['Gynecology'],moderate,chronic,severe,consultation,personal_visit
236,c_31,Endometriosis,Endometriosis,female,['Gynecology'],very_rare,chronic_with_exacerbations,mild,consultation,personal_visit
237,c_166,Enterobiasis,Pinworm infection,both,['Infectiology'],very_rare,acute_potentially_chronic,mild,consultation,audio_teleconsultation
238,c_894,Epicondylitis,Epicondylitis,both,['Orthopedics'],rare,acute_potentially_chronic,mild,consultation,personal_visit
239,c_1078,Epiglottitis,Inflammation of the epiglottis,both,['Otorhinolaryngology'],very_rare,acute,severe,consultation_24,personal_visit
240,c_1075,Epilepsy with loss of consciousness,Epilepsy with loss of consciousness,both,['Neurology'],very_rare,chronic_with_exacerbations,severe,consultation,personal_visit
241,c_1074,Epilepsy without loss of consciousness,Epilepsy without loss of consciousness,both,['Neurology'],very_rare,chronic_with_exacerbations,severe,consultation,personal_visit
242,c_983,Epistaxis,Nosebleed,both,['Otorhinolaryngology'],moderate,acute,mild,self_care,video_teleconsultation
243,c_169,Erysipelas,Erysipelas,both,['Infectiology'],rare,acute,moderate,consultation_24,personal_visit
244,c_1224,Erythema nodosum,Erythema nodosum,both,['Dermatology'],rare,acute_potentially_chronic,moderate,consultation,personal_visit
245,c_1216,Erythroderma,Erythroderma,both,['Dermatology'],very_rare,acute_potentially_chronic,severe,consultation_24,personal_visit
246,c_496,Esophageal diverticula,Esophageal diverticula,both,['Gastroenterology'],rare,chronic,mild,consultation,personal_visit
247,c_421,Essential thrombocytosis,Essential thrombocythemia,both,['Hematology'],very_rare,chronic,moderate,consultation,audio_teleconsultation
248,c_29,Essential tremor,Essential tremor,both,['Neurology'],very_rare,chronic,mild,consultation,personal_visit
249,c_1054,External ear injury,Injured ear,both,['Traumatology'],very_rare,acute,moderate,consultation,video_teleconsultation
250,c_959,Eye injury,Eye injury,both,['Ophthalmology'],very_rare,acute,moderate,emergency,personal_visit
251,c_1253,"Eyelid twitch, unspecified",Eyelid twitch,both,['Ophthalmology'],moderate,chronic,mild,self_care,personal_visit
252,c_1015,Facial bones fracture,Broken facial bones,both,['Traumatology'],very_rare,acute,severe,emergency,personal_visit
253,c_1046,Facial contusion,Facial bruise,both,['Traumatology'],very_rare,acute,moderate,self_care,video_teleconsultation
254,c_467,Facial nerve palsy,Facial nerve palsy,both,['Neurology'],very_rare,acute_potentially_chronic,mild,consultation_24,personal_visit
255,c_426,Fasciolosis,Fascioliasis,both,['Infectiology'],very_rare,chronic,mild,consultation,personal_visit
256,c_80,Fatigue,Fatigue,both,['Internal Medicine'],moderate,acute_potentially_chronic,mild,self_care,text_teleconsultation
257,c_1055,Femur fracture,Broken thigh bone,both,['Traumatology'],very_rare,acute,moderate,emergency_ambulance,personal_visit
258,c_778,Fibroadenoma of breast,Fibroadenoma of breast,female,['Gynecology'],rare,chronic,mild,consultation,personal_visit
259,c_739,Fibrocystic breasts,Fibrocystic breasts,female,['Gynecology'],rare,chronic_with_exacerbations,mild,consultation,personal_visit
260,c_598,Fibromyalgia,Fibromyalgia,both,['Rheumatology'],very_rare,chronic,mild,consultation,personal_visit
261,c_1044,Finger contusion,Finger contusion,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
262,c_1029,Finger dislocation,Dislocated finger,both,['Traumatology'],very_rare,acute,moderate,consultation,personal_visit
263,c_1012,Finger fracture,Broken finger,both,['Traumatology'],very_rare,acute,moderate,consultation,personal_visit
264,c_814,Flatfoot,Flat feet,both,['Orthopedics'],rare,chronic,mild,consultation,personal_visit
265,c_592,Folate-deficiency anemia,Folate-deficiency anemia,both,['Hematology'],very_rare,chronic,mild,consultation,audio_teleconsultation
266,c_832,Food allergy,Food allergy,both,['Allergology'],rare,chronic_with_exacerbations,moderate,self_care,audio_teleconsultation
267,c_138,Food poisoning,Food poisoning,both,['Gastroenterology'],common,acute,mild,self_care,audio_teleconsultation
268,c_1019,Foot bones fracture,Broken foot,both,['Traumatology'],very_rare,acute,moderate,consultation_24,personal_visit
269,c_1056,Foot contusion,Foot contusion,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
270,c_223,Foot osteoarthritis,Foot osteoarthritis,both,['Orthopedics'],very_rare,chronic,mild,consultation,personal_visit
271,c_1057,Forearm bones fracture,Broken forearm,both,['Traumatology'],very_rare,acute,moderate,emergency,personal_visit
272,c_1035,Forearm contusion,Forearm contusion,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
273,c_887,Foreign body aspiration,Foreign body aspiration,both,['Otorhinolaryngology'],very_rare,acute,severe,emergency,personal_visit
274,c_815,Functional dyspepsia,Indigestion,both,['Gastroenterology'],common,chronic_with_exacerbations,mild,self_care,audio_teleconsultation
275,c_915,Functional ovarian cyst,Cyst of an ovary,female,['Gynecology'],moderate,chronic,mild,consultation,personal_visit
276,c_723,"Furuncles, carbuncles and cutaneous abscesses",Skin abscess,both,['Dermatology'],rare,acute_potentially_chronic,moderate,consultation,video_teleconsultation
277,c_992,Gambling addiction,Pathological gambling,both,['Psychiatry'],moderate,chronic,severe,consultation,video_teleconsultation
278,c_66,Gastric cancer,Gastric cancer,both,['Gastroenterology'],very_rare,chronic,severe,consultation,personal_visit
279,c_515,Gastritis,Gastritis,both,['Gastroenterology'],moderate,chronic_with_exacerbations,mild,consultation,audio_teleconsultation
280,c_101,Gastroesophageal reflux disease,Gastroesophageal reflux disease,both,['Gastroenterology'],moderate,chronic_with_exacerbations,mild,consultation,audio_teleconsultation
281,c_225,General anxiety disorder,General anxiety disorder,both,['Psychiatry'],moderate,chronic_with_exacerbations,moderate,consultation,video_teleconsultation
282,c_534,Genital herpes,Genital herpes,both,['Venereology'],rare,chronic_with_exacerbations,mild,consultation,personal_visit
283,c_960,Genital injury,Crotch injury,both,['Urology'],very_rare,acute,moderate,consultation_24,personal_visit
284,c_1210,Geographic tongue,Geographic tongue,both,['Dentistry'],common,chronic_with_exacerbations,mild,self_care,personal_visit
285,c_532,Gestational diabetes,Diabetes in pregnancy,female,['Gynecology'],very_rare,acute_potentially_chronic,moderate,consultation,video_teleconsultation
286,c_165,Giardiasis,Giardiasis,both,['Infectiology'],very_rare,acute_potentially_chronic,mild,consultation_24,personal_visit
287,c_34,Gilbert's syndrome,Familial nonhemolytic jaundice,both,['Gastroenterology'],rare,chronic,mild,consultation,text_teleconsultation
288,c_120,Gingivitis,Inflammation of the gums,both,['Dentistry'],moderate,acute_potentially_chronic,mild,self_care,personal_visit
289,c_447,Gitelman syndrome,Gitelman syndrome,both,['Nephrology'],very_rare,chronic,moderate,consultation,personal_visit
290,c_374,Glomerulonephritis,Glomerulonephritis,both,['Nephrology'],very_rare,acute_potentially_chronic,moderate,consultation_24,personal_visit
291,c_247,Glossitis,Tongue inflammation,both,['Internal Medicine'],very_rare,acute_potentially_chronic,mild,self_care,video_teleconsultation
292,c_734,Goiter,Goiter,both,['Endocrinology'],very_rare,chronic,moderate,consultation,personal_visit
293,c_159,Gonorrhea,Gonorrhea,both,['Venereology'],rare,acute,mild,consultation,personal_visit
294,c_464,Goodpasture's syndrome,Goodpasture's syndrome,both,['Rheumatology'],very_rare,chronic_with_exacerbations,severe,consultation_24,personal_visit
295,c_27,Gout,Gout,both,['Rheumatology'],very_rare,chronic_with_exacerbations,mild,consultation,personal_visit
296,c_824,Granuloma annulare,Granuloma annulare,both,['Dermatology'],very_rare,chronic,mild,consultation,personal_visit
297,c_264,Granulomatosis with polyangiitis,Granulomatosis with polyangiitis,both,['Rheumatology'],very_rare,chronic_with_exacerbations,moderate,consultation,video_teleconsultation
298,c_427,Graves' disease,Graves' disease,both,['Endocrinology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
299,c_938,Greater trochanteric pain syndrome,Hip bursitis,both,['Orthopedics'],very_rare,chronic,mild,consultation,video_teleconsultation
300,c_314,Guillain-Barré syndrome,Guillain-Barré syndrome,both,['Neurology'],very_rare,chronic,severe,emergency,personal_visit
301,c_1181,"Gynecomastia, unspecified",Enlargement of male breast,male,['Endocrinology'],very_rare,acute_potentially_chronic,mild,self_care,personal_visit
302,c_986,HELLP syndrome,HELLP syndrome,female,['Gynecology'],very_rare,acute,severe,emergency,personal_visit
303,c_1016,Hand bones fracture,Broken hand bones,both,['Traumatology'],very_rare,acute,moderate,consultation_24,personal_visit
304,c_219,Hand osteoarthritis,Hand osteoarthritis,both,['Orthopedics'],very_rare,chronic,mild,consultation,personal_visit
305,c_137,Hangover,Hangover,both,['Toxicology'],very_rare,acute,mild,self_care,audio_teleconsultation
306,c_428,Hashimoto's thyroiditis,Hashimoto’s disease,both,['Endocrinology'],rare,chronic_with_exacerbations,moderate,consultation,personal_visit
307,c_1040,Head and neck unspecified injury,Unspecified head and neck injury,both,['Traumatology'],rare,acute,moderate,consultation,personal_visit
308,c_1263,"Hearing loss, unspecified",Unspecific hearing loss,both,['Otorhinolaryngology'],moderate,chronic,moderate,consultation,personal_visit
309,c_897,Heart valve disease,Heart valve disease,both,['Cardiology'],very_rare,chronic_with_exacerbations,severe,consultation,personal_visit
310,c_424,Heat and sun-related illness,Heat and sun-related illness,both,['Other'],very_rare,acute,severe,consultation_24,personal_visit
311,c_1202,Heavy metal poisoning,Heavy metal poisoning,both,['Toxicology'],very_rare,acute,severe,emergency_ambulance,personal_visit
312,c_328,Hemochromatosis,Hemochromatosis,both,['Hematology'],very_rare,chronic_with_exacerbations,moderate,consultation,audio_teleconsultation
313,c_60,Hemolytic anemia,Hemolytic anemia,both,['Hematology'],very_rare,chronic_with_exacerbations,severe,consultation,personal_visit
314,c_606,Hemolytic-uremic syndrome,Hemolytic-uremic syndrome,both,['Nephrology'],very_rare,acute,severe,emergency,personal_visit
315,c_514,Hemophagocytic lymphohistiocytosis,Hemophagocytic lymphohistiocytosis,both,['Hematology'],very_rare,acute_potentially_chronic,severe,emergency,personal_visit
316,c_1145,Hemophilia,Hemophilia,male,['Hematology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
317,c_371,Hemorrhagic anemia,Acute anemia,both,['Hematology'],very_rare,acute_potentially_chronic,moderate,consultation_24,personal_visit
318,c_709,Hemorrhagic stroke,Hemorrhagic stroke,both,['Neurology'],very_rare,acute,severe,emergency_ambulance,personal_visit
319,c_147,Hemorrhoids,Hemorrhoids,both,['Gastroenterology'],rare,chronic_with_exacerbations,mild,self_care,personal_visit
320,c_463,Henoch-Schönlein purpura,Henoch-Schönlein vasculitis,both,['Rheumatology'],very_rare,acute,moderate,consultation_24,personal_visit
321,c_590,Hepatic abscess,Hepatic abscess,both,['Surgery'],very_rare,chronic,severe,consultation_24,personal_visit
322,c_443,Hepatic encephalopathy,Hepatic encephalopathy,both,['Gastroenterology'],very_rare,chronic_with_exacerbations,severe,emergency,personal_visit
323,c_477,Hepatitis A,Hepatitis A,both,['Infectiology'],very_rare,acute,moderate,consultation_24,personal_visit
324,c_478,Hepatitis B,Hepatitis B,both,['Infectiology'],very_rare,acute_potentially_chronic,severe,consultation_24,personal_visit
325,c_479,Hepatitis C,Hepatitis C,both,['Infectiology'],very_rare,acute_potentially_chronic,severe,consultation,audio_teleconsultation
326,c_294,Herbicide poisoning,Herbicide poisoning,both,['Toxicology'],very_rare,acute,severe,emergency,personal_visit
327,c_1183,Herpangina,Herpangina,both,['Otorhinolaryngology'],very_rare,acute,mild,consultation,personal_visit
328,c_1259,Heterochromia,Different eye colours,both,['Ophthalmology'],common,chronic,mild,self_care,personal_visit
329,c_465,High altitude sickness,High altitude sickness,both,['Other'],very_rare,acute,moderate,emergency,personal_visit
330,c_1047,Hip contusion,Hip contusion,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
331,c_1031,Hip dislocation,Dislocated hip,both,['Traumatology'],very_rare,acute,moderate,consultation_24,personal_visit
332,c_221,Hip osteoarthritis,Hip osteoarthritis,both,['Orthopedics'],very_rare,chronic,mild,consultation,personal_visit
333,c_181,Hodgkin lymphoma,Hodgkin's disease,both,['Hematology'],very_rare,chronic,severe,consultation,personal_visit
334,c_290,Hookworm infection,Hookworm disease,both,['Infectiology'],very_rare,acute_potentially_chronic,mild,consultation_24,audio_teleconsultation
335,c_287,Horner's syndrome,Horner's syndrome,both,['Neurology'],very_rare,chronic,moderate,consultation_24,personal_visit
336,c_1070,Humerus fracture,Broken arm,both,['Traumatology'],very_rare,acute,moderate,emergency,personal_visit
337,c_525,Hydrocele testis,Hydrocele testis,male,['Urology'],rare,chronic,mild,consultation,personal_visit
338,c_921,Hyperemesis gravidarum,Hyperemesis gravidarum,female,['Gynecology'],very_rare,acute_potentially_chronic,moderate,consultation,personal_visit
339,c_51,Hyperparathyroidism,Hyperparathyroidism,both,['Endocrinology'],rare,chronic_with_exacerbations,severe,consultation,personal_visit
340,c_920,Hyperprolactinemia,Hyperprolactinemia,both,['Endocrinology'],moderate,chronic,mild,consultation,personal_visit
341,c_50,Hypertension,High blood pressure,both,['Cardiology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
342,c_461,Hypertensive crisis,Hypertensive crisis,both,['Cardiology'],very_rare,acute,severe,consultation_24,personal_visit
343,c_462,Hypertensive encephalopathy,Hypertensive encephalopathy,both,['Cardiology'],very_rare,acute,severe,emergency_ambulance,personal_visit
344,c_52,Hyperthyroidism,Hyperthyroidism,both,['Endocrinology'],very_rare,chronic_with_exacerbations,severe,consultation,personal_visit
345,c_446,Hypoglycemia,Hypoglycemia,both,['Internal Medicine'],very_rare,acute,moderate,emergency,personal_visit
346,c_58,Hypoparathyroidism,Hypoparathyroidism,both,['Endocrinology'],rare,chronic_with_exacerbations,severe,consultation,personal_visit
347,c_196,Hypopituitarism,Hypopituitarism,both,['Endocrinology'],very_rare,chronic,moderate,consultation,personal_visit
348,c_35,Hypotension,Hypotension,both,['Internal Medicine'],moderate,chronic_with_exacerbations,mild,self_care,personal_visit
349,c_59,Hypothyroidism,Hypothyroidism,both,['Endocrinology'],rare,chronic,moderate,consultation,video_teleconsultation
350,c_956,Hypovolemic shock,Hypovolemic shock,both,['Other'],very_rare,acute,severe,emergency_ambulance,personal_visit
351,c_489,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,both,['Pulmonology'],very_rare,chronic,severe,consultation,personal_visit
352,c_139,Impacted wisdom tooth,Impacted wisdom tooth,both,['Dentistry'],moderate,acute,mild,consultation,personal_visit
353,c_42,Impetigo contagiosa,Impetigo,both,['Dermatology'],moderate,acute,mild,consultation,personal_visit
354,c_195,Improper use of sleeping pills and sedatives,Improper use of sleeping pills and sedatives,both,['Toxicology'],very_rare,acute_potentially_chronic,moderate,consultation,personal_visit
355,c_551,Incarcerated inguinal hernia,Incarcerated inguinal hernia,both,['Surgery'],very_rare,acute,severe,emergency,personal_visit
356,c_332,Increased intracranial pressure,Increased intracranial pressure,both,['Neurology'],very_rare,acute_potentially_chronic,severe,emergency_ambulance,personal_visit
357,c_36,Infectious arthritis,Infectious arthritis,both,['Rheumatology'],very_rare,acute_potentially_chronic,moderate,consultation_24,personal_visit
358,c_200,Infectious mononucleosis,Mononucleosis,both,['Infectiology'],rare,acute,moderate,consultation_24,personal_visit
359,c_206,Infective endocarditis,Infective endocarditis,both,['Cardiology'],very_rare,acute,severe,consultation_24,personal_visit
360,c_33,Influenza,Flu,both,['Infectiology'],rare,acute,moderate,consultation,audio_teleconsultation
361,c_836,Ingrown fingernail,Ingrown fingernail,both,['Surgery'],rare,acute_potentially_chronic,mild,consultation,personal_visit
362,c_978,Ingrown toenail,Ingrown toenail,both,['Surgery'],moderate,acute_potentially_chronic,mild,consultation,personal_visit
363,c_550,Inguinal hernia,Inguinal hernia,both,['Surgery'],rare,chronic_with_exacerbations,moderate,consultation,personal_visit
364,c_295,Insecticide poisoning,Insecticide poisoning,both,['Toxicology'],very_rare,acute,severe,emergency_ambulance,personal_visit
365,c_721,Insomnia,Insomnia,both,['Psychiatry'],moderate,chronic_with_exacerbations,mild,consultation,audio_teleconsultation
366,c_408,Insulinoma,Insulinoma,both,['Endocrinology'],very_rare,chronic_with_exacerbations,severe,consultation,personal_visit
367,c_520,Intercostal neuralgia,Intercostal neuralgia,both,['Neurology'],moderate,acute,mild,self_care,personal_visit
368,c_694,Intestinal obstruction,Intestinal obstruction,both,['Surgery'],very_rare,acute,severe,emergency,personal_visit
369,c_990,Intra-amniotic infection,Intra-amniotic infection,female,['Gynecology'],very_rare,acute,severe,emergency,personal_visit
370,c_62,Iron deficiency anemia,Iron deficiency anemia,both,['Hematology'],rare,acute_potentially_chronic,moderate,consultation,audio_teleconsultation
371,c_142,Irritable bowel syndrome,Irritable bowel syndrome,both,['Gastroenterology'],moderate,chronic_with_exacerbations,mild,consultation,audio_teleconsultation
372,c_114,Ischemic stroke,Ischemic stroke,both,['Neurology'],very_rare,acute_potentially_chronic,severe,emergency_ambulance,personal_visit
373,c_1083,"Joint pain, unspecified",Unspecific joint pain,both,['Orthopedics'],common,acute,mild,self_care,text_teleconsultation
374,c_1188,Keloid,Keloid,both,['Dermatology'],very_rare,chronic,moderate,consultation,personal_visit
375,c_892,Keratitis,Keratitis,both,['Ophthalmology'],rare,acute_potentially_chronic,moderate,consultation,personal_visit
376,c_420,Klüver-Bucy bitemporal syndrome,Klüver-Bucy bitemporal syndrome,both,['Neurology'],very_rare,chronic,severe,consultation,personal_visit
377,c_720,Knee bursitis,Knee bursitis,both,['Orthopedics'],very_rare,acute_potentially_chronic,mild,consultation,personal_visit
378,c_1030,Knee dislocation,Dislocated knee,both,['Traumatology'],very_rare,acute,severe,emergency,personal_visit
379,c_220,Knee osteoarthritis,Knee osteoarthritis,both,['Orthopedics'],very_rare,chronic,mild,consultation,personal_visit
380,c_347,Korsakoff's syndrome,Korsakoff's syndrome,both,['Psychiatry'],very_rare,chronic,severe,consultation,personal_visit
381,c_982,Labour,Labour,female,['Gynecology'],very_rare,acute,moderate,emergency,personal_visit
382,c_162,Labyrinthitis,Inflammation of the inner ear,both,['Otorhinolaryngology'],very_rare,acute,moderate,consultation_24,personal_visit
383,c_727,Lactational mastitis,Breast inflammation associated with lactation,female,['Gynecology'],very_rare,acute_potentially_chronic,moderate,consultation_24,personal_visit
384,c_735,Lactose intolerance,Lactose intolerance,both,['Gastroenterology'],moderate,chronic,mild,self_care,audio_teleconsultation
385,c_91,Laryngeal cancer,Laryngeal cancer,both,['Otorhinolaryngology'],very_rare,chronic,severe,consultation,personal_visit
386,c_246,Lassa fever,Lassa fever,both,['Infectiology'],very_rare,acute,severe,emergency,personal_visit
387,c_553,Lateral medullary syndrome,Lateral medullary syndrome,both,['Neurology'],very_rare,chronic,moderate,consultation_24,personal_visit
388,c_211,Left-sided heart failure,Left-sided heart failure,both,['Cardiology'],very_rare,chronic_with_exacerbations,severe,consultation_24,personal_visit
389,c_272,Legionellosis,Legionellosis,both,['Infectiology'],very_rare,acute,severe,consultation_24,personal_visit
390,c_256,Leptospirosis,Leptospirosis,both,['Infectiology'],very_rare,acute,moderate,consultation,audio_teleconsultation
391,c_313,Leriche's syndrome,Leriche's syndrome,both,['Angiology'],very_rare,chronic_with_exacerbations,severe,consultation,personal_visit
392,c_841,Leukoplakia,Leukoplakia,both,['Dentistry'],very_rare,chronic,mild,consultation,video_teleconsultation
393,c_1053,"Limb injury, unspecified location",Limb injury of unspecified location,both,['Traumatology'],very_rare,acute,moderate,consultation,video_teleconsultation
394,c_585,Limbic encephalitis,Limbic encephalitis,both,['Neurology'],very_rare,chronic_with_exacerbations,severe,emergency,personal_visit
395,c_1111,Lip injury,Lip injury,both,['Other'],rare,acute,mild,self_care,video_teleconsultation
396,c_834,Lipoma,Lipoma,both,['Surgery'],moderate,chronic,mild,consultation,personal_visit
397,c_99,Liver cancer,Liver cancer,both,['Gastroenterology'],very_rare,chronic,severe,consultation,personal_visit
398,c_1059,Lower leg contusion,Lower leg contusion,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
399,c_1038,"Lower limb injury, unspecified location",Lower limb injury of unspecified location,both,['Traumatology'],very_rare,acute,mild,consultation,personal_visit
400,c_1022,Lumbar vertebra fracture,Broken lumbar spine,both,['Traumatology'],very_rare,acute,moderate,emergency,personal_visit
401,c_64,Lung cancer,Lung cancer,both,['Pulmonology'],very_rare,chronic,severe,consultation,personal_visit
402,c_182,Lyme disease,Lyme disease,both,['Infectiology'],rare,acute_potentially_chronic,moderate,consultation_24,audio_teleconsultation
403,c_26,Major depressive disorder,Depression,both,['Psychiatry'],moderate,chronic_with_exacerbations,severe,consultation,video_teleconsultation
404,c_1064,Major skin injury,Major wound,both,['Traumatology'],very_rare,acute,moderate,consultation,personal_visit
405,c_413,Malaria,Malaria,both,['Infectiology'],very_rare,acute_potentially_chronic,severe,emergency,personal_visit
406,c_1220,Malnutrition,Poor nutrition,both,['Internal Medicine'],very_rare,chronic,mild,consultation,personal_visit
407,c_1060,Mandible fracture,Broken jaw,both,['Traumatology'],very_rare,acute,severe,emergency,personal_visit
408,c_274,Manic syndrome,Mania,both,['Psychiatry'],rare,acute,severe,consultation_24,video_teleconsultation
409,c_513,Mastocytosis,Mastocytosis,both,['Hematology'],very_rare,chronic_with_exacerbations,severe,consultation,audio_teleconsultation
410,c_286,Measles,Measles,both,['Infectiology'],very_rare,acute,moderate,consultation_24,personal_visit
411,c_981,Mechanical back pain,Back strain,both,['Orthopedics'],moderate,acute_potentially_chronic,mild,self_care,video_teleconsultation
412,c_469,Mediastinitis,Inflammation of mediastinum,both,['Pulmonology'],very_rare,acute,severe,emergency,personal_visit
413,c_620,Medulloblastoma,Medulloblastoma,both,['Neurology'],very_rare,chronic,severe,consultation,personal_visit
414,c_25,Melanoma,Melanoma,both,['Dermatology'],very_rare,chronic,severe,consultation,personal_visit
415,c_1236,Meteorosensitivity and meteoropathy,Meteorosensitivity and meteoropathy,both,['Other'],very_rare,chronic_with_exacerbations,mild,self_care,personal_visit
416,c_619,Methanol poisoning,Methyl alcohol poisoning,both,['Toxicology'],very_rare,acute_potentially_chronic,severe,emergency,personal_visit
417,c_510,Microscopic polyangiitis,Microscopic artery inflammation,both,['Rheumatology'],very_rare,chronic,moderate,consultation,personal_visit
418,c_49,Migraine,Migraine,both,['Neurology'],moderate,chronic_with_exacerbations,mild,consultation,audio_teleconsultation
419,c_323,Milk-alkali syndrome,Milk-alkali syndrome,both,['Gastroenterology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
420,c_984,"Minor head injury, unspecified",Mild head injury,both,['Traumatology'],very_rare,acute,moderate,self_care,video_teleconsultation
421,c_1063,Minor skin injury,Minor wound,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
422,c_511,Mixed connective tissue disease,Mixed connective tissue disease,both,['Rheumatology'],very_rare,chronic,moderate,consultation,personal_visit
423,c_1122,Molluscum contagiosum,Molluscum contagiosum,both,['Dermatology'],rare,acute,mild,consultation,personal_visit
424,c_575,Mononeuritis multiplex,Inflammation of multiple individual nerves,both,['Neurology'],very_rare,chronic,moderate,consultation,personal_visit
425,c_1231,Motion sickness,Travel sickness,both,['Pediatrics'],moderate,chronic_with_exacerbations,mild,self_care,text_teleconsultation
426,c_108,Multiple sclerosis,Multiple sclerosis,both,['Neurology'],very_rare,chronic_with_exacerbations,severe,consultation,personal_visit
427,c_192,Mumps,Inflammation of parotid salivary glands,both,['Infectiology'],very_rare,acute,mild,consultation_24,personal_visit
428,c_1139,Muscular dystrophy,Muscular dystrophy,male,['Genetics'],very_rare,chronic,moderate,consultation,personal_visit
429,c_46,Myasthenia gravis,Progressive muscle weakness,both,['Neurology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
430,c_423,Myelofibrosis,Replacement of bone marrow with scar tissue,both,['Hematology'],very_rare,chronic,severe,consultation,audio_teleconsultation
431,c_140,Myocardial infarction,Heart attack,both,['Cardiology'],very_rare,acute,severe,emergency_ambulance,personal_visit
432,c_210,Myocarditis,Inflammation of heart muscle,both,['Cardiology'],very_rare,acute_potentially_chronic,severe,consultation_24,personal_visit
433,c_203,Ménière's disease,Ménière's disease,both,['Otorhinolaryngology'],very_rare,chronic_with_exacerbations,mild,consultation,personal_visit
434,c_164,Ménétrier's disease,Ménétrier's disease,both,['Gastroenterology'],very_rare,chronic,moderate,consultation,personal_visit
435,c_979,Nail injury,Nail injury,both,['Traumatology'],very_rare,acute,mild,self_care,personal_visit
436,c_440,Nasal polyps,Nasal polyps,both,['Otorhinolaryngology'],moderate,chronic,mild,consultation,personal_visit
437,c_810,Nasal septum deviation,Nasal septum deviation,both,['Otorhinolaryngology'],moderate,chronic,mild,consultation,personal_visit
438,c_799,Nasolacrimal duct obstruction,Blocked tear duct,both,['Ophthalmology'],very_rare,acute,mild,self_care,personal_visit
439,c_710,Nausea and vomiting in pregnancy,Morning sickness,female,['Gynecology'],very_rare,acute_potentially_chronic,mild,self_care,audio_teleconsultation
440,c_37,Nephrolithiasis,Kidney stones,both,['Urology'],rare,chronic_with_exacerbations,moderate,consultation_24,personal_visit
441,c_265,Nephrotic syndrome,Nephrotic syndrome,both,['Nephrology'],very_rare,acute_potentially_chronic,severe,consultation_24,personal_visit
442,c_375,Neurasthenia,Neurasthenia,both,['Psychiatry'],very_rare,chronic_with_exacerbations,mild,consultation,audio_teleconsultation
443,c_63,Nicotine dependence,Nicotine dependence,both,['Psychiatry'],rare,chronic,mild,consultation,audio_teleconsultation
444,c_583,Non-Hodgkin lymphoma,Non-Hodgkin lymphoma,both,['Hematology'],very_rare,chronic,severe,consultation_24,personal_visit
445,c_644,Non-alcoholic fatty liver disease,Non-alcoholic fatty liver disease,both,['Gastroenterology'],rare,chronic,mild,consultation,personal_visit
446,c_666,Non-allergic non-infectious rhinitis,Nonallergic rhinitis,both,['Otorhinolaryngology'],moderate,chronic,mild,self_care,text_teleconsultation
447,c_801,Non-lactational mastitis,Inflammation of the breast,female,['Surgery'],very_rare,acute_potentially_chronic,mild,consultation_24,personal_visit
448,c_797,Non-melanoma skin cancer,Non-melanoma skin carcinoma,both,['Dermatology'],very_rare,chronic,severe,consultation,personal_visit
