,id,name,common_name,sex_filter,category,seriousness
309,s_422,Deepening of voice,Deepened voice,female,Signs and symptoms,normal
310,s_768,Delusion of guilt or sin,Delusion of guilt or sin,both,Signs and symptoms,normal
311,s_774,Delusion of impoverishment,Delusion of impoverishment,both,Signs and symptoms,serious
312,s_2098,Delusions,Delusions,both,Signs and symptoms,normal
313,s_677,Delusions of grandeur,Delusions of grandeur,both,Signs and symptoms,serious
314,s_680,Delusions of influence,Delusions of influence,both,Signs and symptoms,serious
315,s_675,Delusions of persecution,Delusions of persecution,both,Signs and symptoms,serious
316,s_676,Delusions of reference,Delusions of reference,both,Signs and symptoms,normal
317,s_839,"Delusions of thought insertion, thought withdrawal, thought broadcasting","Delusions of thought insertion, thought withdrawal, thought broadcasting",both,Signs and symptoms,normal
318,s_1409,Demarcation of retinal detachment (pigmented or nonpigmented),Demarcation of retinal detachment (pigmented or nonpigmented),both,Signs and symptoms,normal
319,s_1106,Dennie-Morgan fold,Dennie-Morgan fold,both,Signs and symptoms,normal
320,s_203,Dental plaque,Fuzzy teeth,both,Signs and symptoms,normal
321,s_1587,Depersonalization,Feeling detached from own body,both,Signs and symptoms,normal
322,s_169,Depressed mood,Depressed mood,both,Signs and symptoms,normal
323,s_916,"Depressed mood, more than 2 weeks",Consistently depressed for more than 2 weeks,both,Signs and symptoms,normal
324,s_514,Derealization,Feeling detached from one's surroundings,both,Signs and symptoms,normal
325,s_241,Dermatological changes,Skin changes,both,Signs and symptoms,normal
326,s_1761,"Dermatological changes, aggravated by stress",Skin changes worsening under stress,both,Signs and symptoms,normal
327,s_398,"Dermatological changes, entire body",Skin changes all over the body,both,Signs and symptoms,normal
328,s_1692,"Dermatological changes, exacerbated by alcohol consumption",Skin changes worsening after alcohol consumption,both,Signs and symptoms,normal
329,s_1921,"Dermatological changes, exacerbated by sunlight exposure",Skin changes appearing or worsening after exposure to sunlight,both,Signs and symptoms,normal
330,s_483,"Dermatological changes, eyelid",Skin changes on eyelid,both,Signs and symptoms,normal
331,s_1923,"Dermatological changes, feet",Skin changes on feet,both,Signs and symptoms,normal
332,s_2110,"Dermatological changes, female genital area",Skin changes on or around female genital area,female,Signs and symptoms,normal
333,s_350,"Dermatological changes, forming a line",Skin changes forming a line,both,Signs and symptoms,normal
334,s_1982,"Dermatological changes, hands",Skin changes on hands,both,Signs and symptoms,normal
335,s_1510,"Dermatological changes, hot to the touch",Skin change hot to the touch,both,Signs and symptoms,normal
336,s_1680,"Dermatological changes, hyperpigmentation of the skin",Dark skin changes,both,Signs and symptoms,normal
337,s_352,"Dermatological changes, in direct contact with buttons, fasteners, or cosmetics","Skin changes in direct contact with buttons, fasteners, jewelry, or cosmetics",both,Signs and symptoms,normal
338,s_2382,"Dermatological changes, localised",Skin changes on specific part of body,both,Signs and symptoms,normal
339,s_1602,"Dermatological changes, located in genital area, chancre",Painless genital ulcer,both,Signs and symptoms,normal
340,s_1810,"Dermatological changes, located in the genital area",Skin changes on or around genitals,both,Signs and symptoms,normal
341,s_1808,"Dermatological changes, located on the face",Skin changes located on the face,both,Signs and symptoms,normal
342,s_2267,"Dermatological changes, lower extremities excluding feet","Dermatological changes on the hip, thigh, knee, calf, or ankle",both,Signs and symptoms,normal
343,s_2111,"Dermatological changes, male genital area",Skin changes on or around male genital area,male,Signs and symptoms,normal
344,s_694,"Dermatological changes, mouth",Changes in the mouth,both,Signs and symptoms,normal
345,s_221,"Dermatological changes, on genitals resembling cauliflower",Bumps on genitals resembling a cauliflower,both,Signs and symptoms,normal
346,s_1571,"Dermatological changes, painful",Painful skin changes,both,Signs and symptoms,normal
347,s_400,"Dermatological changes, preceded by pain or itching",Skin changes preceded by pain or itching,both,Signs and symptoms,normal
348,s_402,"Dermatological changes, recurring during infections or menstrual period",Skin changes recurring during period or infections,female,Signs and symptoms,normal
349,s_404,"Dermatological changes, rough and irregular surface","Skin changes with rough, irregular surface",both,Signs and symptoms,normal
350,s_245,"Dermatological changes, scabs",Scab or crust,both,Signs and symptoms,normal
351,s_2059,"Dermatological changes, scalp",Skin changes on the scalp,both,Signs and symptoms,normal
352,s_1988,"Dermatological changes, spreading",Enlarging or spreading skin changes,both,Signs and symptoms,normal
353,s_2412,"Dermatological changes, tongue",Dermatological changes on the tongue,both,Signs and symptoms,normal
354,s_2060,"Dermatological changes, trunk",Skin changes located on trunk,both,Signs and symptoms,normal
355,s_2266,"Dermatological changes, upper extremities excluding hands","Dermatological changes on the shoulder, arm, forearm, elbow, or wrist",both,Signs and symptoms,normal
356,s_1191,"Dermatological changes, with flare-ups and remissions",Skin changes that come and go,both,Signs and symptoms,normal
357,s_1957,Destructive thoughts towards other people or things,Destructive thoughts towards other people or things,both,Signs and symptoms,serious
358,s_8,Diarrhea,Diarrhea,both,Signs and symptoms,normal
359,s_412,"Diarrhea, foamy",Foamy diarrhea,both,Signs and symptoms,normal
360,s_2194,"Diarrhea, lasting 2 to 14 days",Diarrhea lasting 2 to 14 days,both,Signs and symptoms,normal
361,s_2328,"Diarrhea, lasting 2 to 4 weeks",Diarrhea lasting 2 to 4 weeks,both,Signs and symptoms,serious
362,s_2126,"Diarrhea, lasting less than 48 hours",Diarrhea lasting less than 48 hours,both,Signs and symptoms,normal
363,s_2322,"Diarrhea, lasting more than 4 weeks",Diarrhea lasting more than 4 weeks,both,Signs and symptoms,normal
364,s_1979,"Diarrhea, more than 6 stools a day",Diarrhea with more than 6 stools a day,both,Signs and symptoms,normal
365,s_1376,"Diarrhea, rice water",Diarrhea that looks like rice water,both,Signs and symptoms,normal
366,s_2316,"Diarrhea, unknown character","Diarrhea, unknown character",both,Signs and symptoms,normal
367,s_1798,Difference in size of testicles,Difference in size of testicles,male,Signs and symptoms,normal
368,s_1574,Difficulty achieving orgasm,Difficulty achieving orgasm,both,Signs and symptoms,normal
369,s_269,Difficulty acquiring new information,Difficulty learning new things,both,Signs and symptoms,normal
370,s_266,Difficulty biting and chewing,Difficulty biting and chewing,both,Signs and symptoms,normal
371,s_727,Difficulty bonding with infant,Difficulty bonding with baby,both,Signs and symptoms,normal
372,s_1154,Difficulty completely closing eye,Difficulty completely closing eye,both,Signs and symptoms,serious
373,s_284,Diminished appetite,Diminished appetite,both,Signs and symptoms,normal
374,s_1035,Diminished fear responses,Diminished fear responses,both,Signs and symptoms,normal
375,s_1021,Diminished superficial reflexes,Diminished superficial reflexes,both,Signs and symptoms,normal
376,s_207,Diplopia,Double vision,both,Signs and symptoms,normal
377,s_1232,Diplopia while looking down and medially,Double vision while looking down and toward the nose,both,Signs and symptoms,serious
378,s_1235,Diplopia while looking in any direction,Double vision while looking in any direction,both,Signs and symptoms,serious
379,s_1229,Diplopia with horizontal image dispersion,Double vision with images appearing side by side,both,Signs and symptoms,serious
380,s_2200,"Diplopia, lasting less than 24 hours",Double vision lasting less than 24 hours,both,Signs and symptoms,emergency
381,s_2201,"Diplopia, lasting more than 24 hours",Double vision lasting more than 24 hours,both,Signs and symptoms,serious
382,s_2254,Direct care to COVID-19 case,Direct care to COVID-19 positive person,both,Signs and symptoms,normal
383,s_297,Discharge from ear,Discharge from ear,both,Signs and symptoms,serious
384,s_1577,"Discharge from ear, bloody",Bleeding from ear,both,Signs and symptoms,serious
385,s_1994,"Discharge from ear, purulent",Yellow or green discharge from ear,both,Signs and symptoms,serious
386,s_302,Discharge from periodontal pockets,Discharge from spaces between the gums and teeth,both,Signs and symptoms,normal
387,s_369,Discharge from urethra,Discharge from urethra,male,Signs and symptoms,normal
388,s_1109,Discharge in tympanic cavity,Discharge in tympanic cavity,both,Signs and symptoms,normal
389,s_301,Discharge under foreskin,Discharge under foreskin,male,Signs and symptoms,normal
390,s_1007,Disinhibition,Disinhibition,both,Signs and symptoms,normal
391,s_731,Disorganised behaviour,Disorganised behaviour,both,Signs and symptoms,normal
392,s_1265,Dissociated sensory loss,Dissociated sensory loss,both,Signs and symptoms,serious
393,s_501,Distance misjudgment,Problems judging distances,both,Signs and symptoms,normal
394,s_730,Diurnal mood variation,Mood better in the evening than in the morning,both,Signs and symptoms,normal
395,s_1236,Divergent strabismus,One or both eyes turning outward,both,Signs and symptoms,serious
396,s_1731,"Dix-Hallpike maneuver, rotatory nystagmus","Dix-Hallpike maneuver, rotatory nystagmus",both,Signs and symptoms,normal
397,s_370,Dizziness,Dizzy,both,Signs and symptoms,normal
398,s_1479,"Dizziness, head rotation",Dizziness while turning the head,both,Signs and symptoms,normal
399,s_2023,"Dizziness, recurrent",Recurrent dizziness,both,Signs and symptoms,normal
400,s_2118,"Dizziness, unbearable",Unbearable dizziness,both,Signs and symptoms,emergency
401,s_936,"Dizziness, vertigo",Vertigo,both,Signs and symptoms,normal
402,s_828,Drinking alcohol alone,Drinking alcohol alone,both,Signs and symptoms,normal
403,s_827,Drinking alcohol at work,Drinking alcohol at work,both,Signs and symptoms,normal
404,s_819,Drinking alcohol despite awareness of harmful effects,Drinking alcohol despite awareness of harmful effects,both,Signs and symptoms,normal
405,s_109,Drinking alcohol to ease hangover,Drinking alcohol to ease hangover,both,Signs and symptoms,normal
406,s_198,Drinking large quantities of alcohol,Drinking large quantities of alcohol,both,Signs and symptoms,normal
407,s_199,Drinking large quantities of alcohol at one time,Drinking large quantities of alcohol at one time,both,Signs and symptoms,normal
408,s_2473,Drive for muscularity,Desire to be highly muscular,male,Signs and symptoms,normal
409,s_432,Drooping mouth corner,Drooping mouth corner,both,Signs and symptoms,emergency
410,s_974,Drop attack,Sudden spontaneous fall,both,Signs and symptoms,serious
411,s_823,Drunk driving,Drunk driving,both,Signs and symptoms,normal
412,s_489,Dry discharge on eyelids,Dry discharge on eyelids,both,Signs and symptoms,normal
413,s_2094,Dry eyes,Dry eyes,both,Signs and symptoms,normal
414,s_247,Dry mouth,Dry mouth,both,Signs and symptoms,normal
415,s_542,Dry skin,Dry skin,both,Signs and symptoms,normal
416,s_385,"Dry, cracked skin, bleeding occasionally","Dry, cracked skin, bleeding occasionally",both,Signs and symptoms,normal
417,s_59,Dysmenorrhea,Painful periods,female,Signs and symptoms,normal
418,s_1432,Dyspepsia,Indigestion,both,Signs and symptoms,normal
419,s_962,Dysphagia,Difficulty swallowing,both,Signs and symptoms,normal
420,s_1779,"Dysphagia, esophageal",Feeling of food getting stuck several seconds after swallowing,both,Signs and symptoms,normal
421,s_1776,"Dysphagia, oropharyngeal",Difficulty initiating a swallow,both,Signs and symptoms,normal
422,s_68,Dysphonia,Hoarse voice,both,Signs and symptoms,normal
423,s_1958,"Dysphonia, more than 2 weeks",Hoarseness lasting more than 2 weeks,both,Signs and symptoms,serious
424,s_88,Dyspnea,Shortness of breath,both,Signs and symptoms,normal
425,s_2075,"Dyspnea, acute, after trauma",Sudden breathing problems after an injury,both,Signs and symptoms,emergency
426,s_2203,"Dyspnea, after a few minutes of walking",Shortness of breath after a few minutes of walking,both,Signs and symptoms,serious
427,s_2205,"Dyspnea, at rest",Shortness of breath at rest,both,Signs and symptoms,serious
428,s_2176,"Dyspnea, lasting 1 to 24 hours",Shortness of breath lasting 1 to 24 hours,both,Signs and symptoms,serious
429,s_90,"Dyspnea, lasting between 1 day and 4 weeks",Shortness of breath lasting between 1 day and 1 month,both,Signs and symptoms,serious
430,s_1625,"Dyspnea, lasting more than 4 weeks",Shortness of breath lasting more than 4 weeks,both,Signs and symptoms,normal
431,s_2204,"Dyspnea, on exertion",Shortness of breath on effort,both,Signs and symptoms,normal
432,s_563,"Dyspnea, orthopnea",Shortness of breath when lying down,both,Signs and symptoms,serious
433,s_1317,"Dyspnea, paroxysmal nocturnal",Shortness of breath while sleeping,both,Signs and symptoms,serious
434,s_92,"Dyspnea, started 1 hour ago",Shortness of breath starting within the hour,both,Signs and symptoms,serious
435,s_2368,"Dyspnea, sudden worsening",Sudden worsening of dyspnea,both,Signs and symptoms,emergency
436,s_2231,"Dyspnea, unknown severity",Shortness of breath of unknown severity,both,Signs and symptoms,serious
437,s_1185,"Dyspnea, with flare-ups and remissions",Shortness of breath that comes and goes,both,Signs and symptoms,serious
438,s_1298,Dystonia,Dystonia,both,Signs and symptoms,normal
439,s_291,Ear canal swelling,Swelling inside the ear,both,Signs and symptoms,normal
440,s_47,Earache,Earache,both,Signs and symptoms,normal
441,s_476,"Earache, tenderness around the ear",Pain when pressing area around the ear,both,Signs and symptoms,normal
442,s_234,Easy bruising,Easy bruising,both,Signs and symptoms,normal
443,s_700,Edema,Swelling,both,Signs and symptoms,normal
444,s_623,"Edema, both ankles",Swollen ankles,both,Signs and symptoms,normal
445,s_1995,"Edema, both feet",Swollen feet,both,Signs and symptoms,normal
446,s_2093,"Edema, both hands",Swollen hands,both,Signs and symptoms,normal
447,s_175,"Edema, both lower limbs",Swollen legs,both,Signs and symptoms,normal
448,s_1581,"Edema, costochondral junctions",Swelling in the middle of the chest,both,Signs and symptoms,normal
449,s_701,"Edema, daytime",Daytime swelling,both,Signs and symptoms,normal
450,s_699,"Edema, dependent on the body position",Swelling dependent on the position of the body,both,Signs and symptoms,normal
451,s_1635,"Edema, elbow joint",Swollen elbow,both,Signs and symptoms,normal
452,s_616,"Edema, face",Swollen face,both,Signs and symptoms,normal
453,s_1311,"Edema, finger",Swollen finger,both,Signs and symptoms,normal
454,s_1652,"Edema, hip joint",Hip swelling,both,Signs and symptoms,normal
455,s_170,"Edema, knee joint",Swollen knee,both,Signs and symptoms,normal
456,s_1433,"Edema, lip",Swollen lips,both,Signs and symptoms,normal
457,s_363,"Edema, neck",Swollen neck,both,Signs and symptoms,normal
458,s_1996,"Edema, nose",Swollen nose,both,Signs and symptoms,normal
459,s_171,"Edema, one ankle",Swollen ankle,both,Signs and symptoms,normal
460,s_2103,"Edema, one foot",Swollen foot,both,Signs and symptoms,normal
461,s_1464,"Edema, one hand",Swollen hand,both,Signs and symptoms,normal
462,s_173,"Edema, one lower limb",Swollen leg,both,Signs and symptoms,normal
463,s_2207,"Edema, penis",Swollen penis,male,Signs and symptoms,normal
464,s_1442,"Edema, periorbital",Swelling around the eyes,both,Signs and symptoms,normal
465,s_562,"Edema, pitting",Pitting edema,both,Signs and symptoms,normal
466,s_176,"Edema, scrotum",Swollen scrotum,male,Signs and symptoms,serious
467,s_1655,"Edema, shoulder joint",Swollen shoulder,both,Signs and symptoms,normal
468,s_1997,"Edema, toe",Swollen toe,both,Signs and symptoms,normal
469,s_1447,"Edema, upper limb",Swelling of the upper limb,both,Signs and symptoms,normal
470,s_1431,"Edema, wrist joint",Swollen wrist,both,Signs and symptoms,normal
471,s_1989,Electrical burn,Electrical burn,both,Signs and symptoms,emergency
472,s_633,Elevated mood,Elevated mood,both,Signs and symptoms,normal
473,s_1166,Enamel hypoplasia,Enamel hypoplasia,both,Signs and symptoms,normal
474,s_2381,Enamel lesions,Tooth lesion,both,Signs and symptoms,normal
475,s_272,"Enamel lesions, caries",Cavities,both,Signs and symptoms,normal
476,s_2391,"Enamel lesions, spots",Spots on tooth,both,Signs and symptoms,normal
477,s_2292,Enlarged axillary lymph nodes,Enlarged lymph nodes in the armpit,both,Signs and symptoms,serious
478,s_219,Enlarged breasts,Enlarged breasts,female,Signs and symptoms,normal
479,s_2248,Enlarged cervical lymph nodes,Enlarged lymph nodes in the neck,both,Signs and symptoms,normal
480,s_2247,Enlarged front of neck,Swollen front of neck,both,Signs and symptoms,normal
481,s_1052,Enlarged kidneys,Enlarged kidneys,both,Signs and symptoms,serious
482,s_220,Enlarged lymph nodes,Enlarged lymph nodes,both,Signs and symptoms,normal
483,s_1057,Enlarged salivary glands,Enlarged salivary glands,both,Signs and symptoms,serious
484,s_2465,Enlarged side of neck,Swollen side of neck,both,Signs and symptoms,normal
485,s_290,"Enlarged vein of limb, chest or abdomen","Enlarged vein of limb, chest or abdomen",both,Signs and symptoms,normal
486,s_2467,Enlarged whole neck,Swollen whole neck,both,Signs and symptoms,normal
487,s_480,"Enlargement of hands, feet, or face","Enlargement of hands, feet, or face",both,Signs and symptoms,normal
488,s_1390,"Enlargement of palatine tonsil, unilateral",Swollen throat on one side,both,Signs and symptoms,normal
489,s_1102,"Enlargement of palatine tonsils, bilateral",Swelling on both sides of throat,both,Signs and symptoms,normal
490,s_1103,Enlargement of the lymphoid tissue in the pharynx,Enlargement of the lymphoid tissue in the pharynx,both,Signs and symptoms,normal
491,s_733,Erectile dysfunction,Erectile dysfunction,male,Signs and symptoms,normal
492,s_229,Erythema,Redness of skin,both,Signs and symptoms,normal
493,s_202,Erythema migrans,Expanding red spot with regular skin or clearing in the middle,both,Signs and symptoms,serious
494,s_759,"Erythema, V-shaped on chest",V-shaped redness on the chest,both,Signs and symptoms,normal
495,s_1955,"Erythema, around eyes",Redness around eyes,both,Signs and symptoms,normal
496,s_1468,"Erythema, facial",Red skin on face,both,Signs and symptoms,normal
497,s_230,"Erythema, facial, butterfly-shaped",Redness only on the cheeks and nose,both,Signs and symptoms,normal
498,s_1314,"Erythema, finger",Red finger,both,Signs and symptoms,normal
499,s_433,"Erythema, foreskin or head of the penis",Reddened foreskin or head of the penis,male,Signs and symptoms,normal
500,s_557,"Erythema, hand",Red hand,both,Signs and symptoms,normal
501,s_323,"Erythema, joint",Redness of skin over joint,both,Signs and symptoms,normal
502,s_1469,"Erythema, large portion of body",Redness and scaling on almost the entire body,both,Signs and symptoms,serious
503,s_325,"Erythema, limb",Red skin on arms or legs,both,Signs and symptoms,normal
504,s_1125,"Erythema, palmar",Red skin on palms,both,Signs and symptoms,normal
505,s_1791,"Erythema, scalp",Red patches on scalp,both,Signs and symptoms,normal
506,s_758,"Erythema, shoulders and nape of neck",Redness on the shoulders and the back of the neck,both,Signs and symptoms,normal
507,s_2003,"Erythema, toe",Red toe,both,Signs and symptoms,normal
508,s_2371,"Erythema, unspecified",Unspecified redness of the skin,both,Signs and symptoms,normal
509,s_1999,"Erythema, vulva",Reddened vulva,female,Signs and symptoms,normal
510,s_1498,Erythematous tonsils,Unusually red tonsils,both,Signs and symptoms,normal
511,s_132,Excess hair growth,Excessive hair,female,Signs and symptoms,normal
512,s_723,Excessive fear in public situations,Excessive fear in public situations,both,Signs and symptoms,normal
513,s_1304,Excessive saliva production,Excessive salivation,both,Signs and symptoms,normal
514,s_216,Excessive sweating,Excessive sweating,both,Signs and symptoms,normal
515,s_122,Excessive tear production,Watery eyes,both,Signs and symptoms,normal
516,s_725,Excessive worry about the health of a child,Excessive worry about the health of a child,female,Signs and symptoms,normal
517,s_1163,Exophthalmos,Protruding eye,both,Signs and symptoms,serious
518,s_2141,Eye discharge,Eye discharge,both,Signs and symptoms,normal
519,s_2188,"Eye discharge, purulent",Purulent eye discharge,both,Signs and symptoms,serious
520,s_2329,"Eye discharge, thick and clear",Non-purulent eye discharge,both,Signs and symptoms,normal
521,s_606,Eye flashes,Eye flashes,both,Signs and symptoms,normal
522,s_493,Eye pain,Eye pain,both,Signs and symptoms,normal
523,s_2242,"Eye pain, unbearable",Unbearable eye pain,both,Signs and symptoms,emergency
524,s_1983,"Eyelid lesion, itching",Itchy skin changes on eyelid,both,Signs and symptoms,normal
525,s_485,"Eyelid lesion, painful",Painful skin changes on eyelid,both,Signs and symptoms,normal
526,s_486,"Eyelid lesion, red and warm",Red and warm skin changes on eyelid,both,Signs and symptoms,normal
527,s_484,"Eyelid lesion, red lump with yellow tip",Red lump with yellow tip on eyelid,both,Signs and symptoms,normal
528,s_235,Eyelid twitching,Trembling eyelids,both,Signs and symptoms,normal
529,s_488,Eyes sensitive to light,Light sensitivity,both,Signs and symptoms,normal
530,s_1156,Facial muscle paresis,Facial muscle weakness,both,Signs and symptoms,normal
531,s_2349,"Facial muscle paresis, lasting between 24 hours and 4 weeks",Facial muscle weakness lasting between 24 hours and 4 weeks,both,Signs and symptoms,serious
532,s_2348,"Facial muscle paresis, lasting less than 24 hours",Facial muscle weakness lasting less than 24 hours,both,Signs and symptoms,emergency
533,s_2350,"Facial muscle paresis, lasting over 4 weeks",Facial muscle weakness lasting over 4 weeks,both,Signs and symptoms,normal
534,s_149,"Facial muscle paresis, unilateral",Facial muscle weakness on one side of face,both,Signs and symptoms,emergency
535,s_1425,Facial muscle spasms,Facial muscle spasms,both,Signs and symptoms,normal
536,s_478,Facial pain,Face pain,both,Signs and symptoms,normal
537,s_2544,"Facial pain, constant",Constant face pain,both,Signs and symptoms,normal
538,s_1203,"Facial pain, longer than a couple of hours",Face pain lasting longer than a couple of hours,both,Signs and symptoms,normal
539,s_1436,"Facial pain, paranasal sinus",Sinus pain or pressure,both,Signs and symptoms,normal
540,s_427,"Facial pain, periodic",Periodic face pain,both,Signs and symptoms,normal
541,s_1194,"Facial pain, severe",Severe face pain,both,Signs and symptoms,serious
542,s_425,"Facial pain, stabbing",Stabbing face pain,both,Signs and symptoms,serious
543,s_426,"Facial pain, triggered by eating, or touching or brushing teeth","Face pain triggered by eating, or touching or brushing teeth",both,Signs and symptoms,normal
544,s_424,"Facial pain, unilateral",Face pain on one side,both,Signs and symptoms,normal
545,s_2543,"Facial pain, unprovoked",Spontaneous face pain,both,Signs and symptoms,normal
546,s_2100,Fatigue,Fatigue,both,Signs and symptoms,normal
547,s_1547,"Fatigue, more than 6 months",Fatigue lasting more than 6 months,both,Signs and symptoms,normal
548,s_1332,"Fatigue, weakness after exercise",Weakness worsening after exercise,both,Signs and symptoms,normal
549,s_2470,Fear of ageing,Fear of growing older or ageing,both,Signs and symptoms,normal
550,s_516,Fear of dying,Fear of dying,both,Signs and symptoms,normal
551,s_1087,Fear of going insane,Fear of going insane,both,Signs and symptoms,normal
552,s_1088,Fear of losing control,Fear of losing control,both,Signs and symptoms,normal
553,s_157,Fear of obesity,Fear of obesity,both,Signs and symptoms,normal
554,s_244,"Fear of object, situation, action",Specific fear,both,Signs and symptoms,normal
555,s_721,Fear of public appearances,Fear of public appearances,both,Signs and symptoms,normal
556,s_274,Feeling hot,Feeling hot,both,Signs and symptoms,normal
557,s_205,Feeling of guilt,Feeling of guilt,both,Signs and symptoms,normal
558,s_206,Feeling of guilt or shame after drinking alcohol,Feeling of guilt or shame after drinking alcohol,both,Signs and symptoms,normal
559,s_629,Feeling of helplessness,Feeling of helplessness,both,Signs and symptoms,normal
560,s_632,Feeling of hopelessness,Feeling of hopelessness,both,Signs and symptoms,normal
561,s_435,Feeling of incomplete evacuation of the bladder,Bladder not emptying completely,both,Signs and symptoms,normal
562,s_1565,Feeling of rectal fullness,Feeling of rectal fullness,both,Signs and symptoms,normal
563,s_201,Feeling of sand under eyelids,Feeling of sand under eyelids,both,Signs and symptoms,normal
564,s_1716,Feeling of vaginal fullness,Vaginal fullness,female,Signs and symptoms,normal
565,s_1175,Feeling of weight in scrotum,Feeling of weight in scrotum,male,Signs and symptoms,normal
566,s_419,Feeling overweight despite normal to low weight,Feeling overweight despite normal to low weight,both,Signs and symptoms,normal
567,s_279,Feeling pressure or pulsation inside the tooth,Feeling pressure or pulsation inside the tooth,both,Signs and symptoms,serious
568,s_2186,Female genital burn,Female genital burn,female,Signs and symptoms,emergency
569,s_7,Female infertility,Female infertility,female,Signs and symptoms,normal
570,s_2010,Fetal membranes rupture,Water breaking,female,Signs and symptoms,emergency
571,s_2125,"Fetal membranes rupture, purulent or malodorous amniotic fluid",Smelly or coloured waters,both,Signs and symptoms,emergency
572,s_98,Fever,Fever,both,Signs and symptoms,normal
573,s_100,"Fever, between 100.4 and 104°F or 38 and 40°C",Fever between 100.4 and 104°F or 38 and 40°C,both,Signs and symptoms,normal
574,s_99,"Fever, between 98.6 and 100.4°F or 37 and 38°C",Subfebrile temperature between 98.6 and 100.4°F or 37 and 38°C,both,Signs and symptoms,normal
575,s_1186,"Fever, flare-ups and remissions",Fever that comes and goes,both,Signs and symptoms,normal
576,s_2000,"Fever, higher than 104°F or 40°C",Fever higher than 104°F or 40°C,both,Signs and symptoms,serious
577,s_2320,"Fever, lasting 3 to 7 days",Fever lasting 3 to 7 days,both,Signs and symptoms,normal
578,s_2319,"Fever, lasting less than 3 days",Fever lasting less than 3 days,both,Signs and symptoms,normal
579,s_2321,"Fever, lasting more than 7 days",Fever lasting more than 7 days,both,Signs and symptoms,serious
580,s_1172,"Fever, periodic",Periodic fever,both,Signs and symptoms,serious
581,s_1820,"Fever, temperature not measured",Fever not measured,both,Signs and symptoms,normal
582,s_636,Financial recklessness,Financial recklessness,both,Signs and symptoms,normal
583,s_660,Fits of anger,Fits of anger,both,Signs and symptoms,normal
584,s_2182,Flank pain,Pain on sides of body,both,Signs and symptoms,normal
585,s_772,Flat affect,Flat affect,both,Signs and symptoms,normal
586,s_2253,Flat foot,Flat foot,both,Signs and symptoms,normal
587,s_504,Foamy urine,Foamy urine,both,Signs and symptoms,normal
588,s_1909,Foot drop,Dropping the front of the foot,both,Signs and symptoms,serious
589,s_578,Foot pain,Pain in one foot,both,Signs and symptoms,normal
590,s_1645,"Foot pain, pain in back of foot during single-leg heel raise",Pain in the back of foot while standing on toes,both,Signs and symptoms,normal
591,s_204,Forward-leaning posture,Forward-leaning posture,both,Signs and symptoms,normal
592,s_525,Foul-smelling stools,Foul-smelling stools,both,Signs and symptoms,normal
593,s_505,Frequent infections,Frequent infections,both,Signs and symptoms,normal
594,s_532,"Frequent infections, lower respiratory tract",Frequent bronchitis,both,Signs and symptoms,normal
595,s_531,"Frequent infections, upper respiratory tract","Frequent runny nose, cough",both,Signs and symptoms,normal
596,s_215,Frequent urination,Urinating often,both,Signs and symptoms,normal
597,s_990,Frontal release signs,Frontal release signs,both,Signs and symptoms,normal
598,s_2336,Galactorrhea in men,Milky discharge from the nipple,male,Signs and symptoms,normal
599,s_547,Galactorrhea in women,Milky discharge from the nipple outside of breastfeeding period,female,Signs and symptoms,normal
600,s_2032,Gambling,Gambling,both,Signs and symptoms,normal
601,s_2029,"Gambling, lying about extent",Lying about the extent of gambling,both,Signs and symptoms,normal
602,s_2024,"Gambling, pathological",Excessive gambling,both,Signs and symptoms,normal
603,s_2271,"Gastric symptoms, after gluten ingestion",Gastric symptoms after eating foods containing gluten,both,Signs and symptoms,normal
604,s_1570,"Gastric symptoms, after lactose ingestion",Gastric symptoms after eating or drinking foods containing lactose,both,Signs and symptoms,normal
605,s_1767,"Gastric symptoms, stress-related",Stress-related gastric symptoms,both,Signs and symptoms,normal
606,s_583,General anxiety,General anxiety,both,Signs and symptoms,normal
607,s_2246,Genital injury in female,Genital injury in female,female,Signs and symptoms,serious
608,s_2245,Genital injury in male,Genital injury in male,male,Signs and symptoms,serious
609,s_253,Genital itch,Itching in crotch,both,Signs and symptoms,normal
610,s_1226,Genu varum,Bowlegs,both,Signs and symptoms,normal
611,s_2260,Gingival recession,Receding gums,both,Signs and symptoms,normal
612,s_1090,Glassy eyes,Glassy eyes,both,Signs and symptoms,normal
613,s_513,Globus sensation,Feeling of lump in throat,both,Signs and symptoms,normal
614,s_1302,Goldflam's sign,Goldflam's sign,both,Signs and symptoms,emergency
615,s_1263,Gonda-Allen sign,Gonda-Allen sign,both,Signs and symptoms,normal
616,s_1254,Gordon's sign,Gordon's sign,both,Signs and symptoms,emergency
617,s_756,Gottron's papules,"Red, painful, or scaly bumps over hand and finger joints",both,Signs and symptoms,normal
618,s_639,Grandiosity,Grandiosity,both,Signs and symptoms,normal
619,s_322,Gum erythema,Red gums,both,Signs and symptoms,normal
620,s_19,Gum pain,Gum pain,both,Signs and symptoms,normal
621,s_586,Gynecomastia,Breast enlargement in man,male,Signs and symptoms,normal
622,s_121,Hair loss,Hair loss,both,Signs and symptoms,normal
623,s_2520,"Hair loss, androgenetic",Hair loss on the temples or at the top of the head,both,Signs and symptoms,normal
624,s_1665,"Hair loss, generalized",Generalized hair volume loss,both,Signs and symptoms,normal
625,s_618,Hairy leukoplakia,Hairy leukoplakia,both,Signs and symptoms,serious
